id,name,slug,type,category,area,description,detailedDescription,customHtml,image1,image1Desc,image2,image2Desc,image3,image3Desc,website,phone,address,authorName,publishedDate,modifiedDate,directionsLink,videoLink,document1,document1Name,document2,document2Name,accordionPanel1Title,accordionPanel1Content,accordionPanel2Title,accordionPanel2Content,accordionPanel3Title,accordionPanel3Content,accordionPanel4Title,accordionPanel4Content,amenities,featured,googleMapsUrl
106,Fishing the James River,fishing-the-james-river,Fishing,outdoor,Wingina,"From the confluence of the Jackson and Cowpasture Rivers in Botetourt County, downstream to Richmond, the James River offers a wide range of angling opportunities and settings. Smallmouth bass are the dominant game species, but spotted and largemouth bass can also be caught. Smallmouth bass fishing can be good throughout the river.

Both the mountain sections (upstream from Lynchburg) and the piedmont sections (between Lynchburg and Richmond) generally provide good fishing. Other species are also plentiful in the James River, including channel catfish, flathead catfish, and various sunfish species (redbreast, bluegill, and rock bass). Flathead catfish appear to be more numerous upstream from Lynchburg, and channel catfish are more numerous below Lynchburg. Muskies are also annually stocked in the James. These fish are scarce, but some very large fish can be caught. Most of the muskies are found upstream from Lynchburg. Overall, the James River offers an excellent fishing opportunity for whatever you might want. Canoeing is the best way to access the river. Small boats (such as john boats) can also be used at most access points. Bank and wade fishing access is also available throughout the river. Virginia Fishing License(s) are required. The area fronts one of the better stretches of the James River for fishing. Anglers land smallmouth bass, various sunfishes and channel catfish. This section of the river is popular for float fishing. A one-acre pond provides a variety of sunfish for those — perhaps with young anglers — not interested in fishing the river. The ramp access makes the area an excellent “put in” or “take out” point for James River canoeists. For fishermen, a number of trout stocked streams are nearby, west of the management area in Nelson County. A boat launching ramp provides year-round access to the James River. The area is located approximately 15 miles south-east of Lovingston in the southeastern portion of Nelson County, near the community of Wingina. Access is from State Route 56, between Lovingston and Buckingham Court House, on Route 626 travel easterly following road signs. The Virginia Department of Wildlife Resources requires an Access Permit for visitors to department-owned Wildlife Management Areas (WMAs) and public fishing lakes effective January 1, 2012, who are age 17 and older, unless they possess a valid Virginia hunting, freshwater fishing, or trapping license, or a current Virginia boat registration. One of Virginia’s newest state parks, James River State Park has 1,500 acres with three ponds for fishing: Branch Pond, Green Hill Pond and Taylor Pond in addition to freshwater fishing on the James River. Where fishing is permitted, valid Virginia fishing licenses are required. Specific licenses are required for saltwater and trout-water fishing. Please call the park in advance for specifics.",,,https://ik.imagekit.io/OE/nelson-county/listings/fishing-the-james-river-image1_acFgJjgeQ,Hand holding largemouth bass with lake and trees in background.,,,,,,(434) 933-4355,"Midway Boat Ramp, 106 Midway Lane, Wingina, VA 24599",josh,,,https://www.google.com/maps/dir/?api=1&destination=Midway%20Boat%20Ramp%2C%20106%20Midway%20Lane%2C%20Wingina%2C%20VA%2024599,,,,,,,,,,,,,,Boating; Fishing; Water Sports,FALSE,https://www.google.com/maps/dir/?api=1&destination=Midway%20Boat%20Ramp%2C%20106%20Midway%20Lane%2C%20Wingina%2C%20VA%2024599
107,Fishing the Little Piney River,fishing-the-little-piney-river,Fishing,outdoor,Lowesville,"Little Piney River is a stream located at the junction of Rt. 666 and Woodson, at the southern part of Nelson County near Lowesville, VA. Fishermen will find a variety of fish including largemouth bass, smallmouth bass and bluegill here. Be sure to check with Department of Wildlife Resources to ensure the stream is open to the public, and that you have the necessary fishing license.

Photo credit: Wyatt Greene With headwaters beginning high in the Blue Ridge Mountains and the George Washington National Forest, the Tye River is one of the most beautiful whitewater streams in Virginia. The river begins at the end of two mountain passes, the North Fork and South Fork, at the foot of a mountain. It travels for about 34 miles through Nelson County, through beautiful scenery, with mountain, valley and pastoral views. The upper section can have strong whitewater for advanced paddlers, and the middle and lower sections, moderate whitewater on a seasonal basis. The rapids are rated Class I to Class II+. Depending upon water conditions, some rapids on the Tye River can approach Class III to IV. 8.5 mile distance, normally canoeable in the winter, for an average of 15-18 days/yr. Difficulty 2-4. Excellent scenery. Hazards include a low-water bridge, and several Class 4 rapids on right turns. 13.5 mile distance, normally canoeable in the winter and early spring, for an average of 55-60 days/yr. Difficulty 1-2. Very good scenery. Hazards include barbed wire fences across the stream, and a seven-foot dam just below takeout. Takeout on the right bank, downstream of Rt. 29 and ABOVE the seven-foot dam about 200 yards below the bridge. (long uphill carry) 11.5 mile distance, normally canoeable in winter, spring and early summer, for an average of 100-115 days/yr. Difficulty 1,2,3. Very good scenery. Put-in, at Rt. 29, below the seven-foot dam. Alternatively, get permission to cross private property at Rt.739 bridge crossing for a shorter carry. 1.5 mile distance, normally canoeable only in winter, following a prolonged wet period, for an average of 5-6 days/yr. Difficulty 3-4. Very good scenery. Hazards: continuous, strong rapids, with an impassable rapid upstream from the bridge put-in. Rocks and boulders abound, seek full information on this section before attempting. Information above excerpted from: V irginia Whitewater – A Paddler’s Guide to the Rivers of Virginia by H. Roger Corbett. Lower Shamokin Falls Trail Blue Mountain Brewery Basic Necessities",,,https://ik.imagekit.io/OE/nelson-county/listings/fishing-the-little-piney-river-image1_r1x6cZxYB,Silhouette of person fishing against a sky backdrop with tall trees.,,,,,,(434) 263-7015,"162 Woodson Road, Lowesville, VA 22967",josh,,,https://www.google.com/maps/dir/?api=1&destination=162%20Woodson%20Road%2C%20Lowesville%2C%20VA%2022967,,,,,,,,,,,,,,Scenic Views; Parking; Water Sports; Fishing,FALSE,https://www.google.com/maps/dir/?api=1&destination=162%20Woodson%20Road%2C%20Lowesville%2C%20VA%2022967
108,Fishing the South Rockfish River,fishing-the-south-rockfish-river,Fishing,outdoor,Afton,"The Rockfish River (South) is stocked with catchable-sized trout periodically by the Department of Wildlife Resources from October through May. See the TROUT STOCKING SCHEDULE for their stocking plan. Virginia Fishing License required. Trout license also required between October 1 and June 15. Access Points: put-in by the bridge on Route 6 and take-out at the Nelson County Wayside on Rt. 29.

Photo credit: Wyatt Greene With headwaters beginning high in the Blue Ridge Mountains and the George Washington National Forest, the Tye River is one of the most beautiful whitewater streams in Virginia. The river begins at the end of two mountain passes, the North Fork and South Fork, at the foot of a mountain. It travels for about 34 miles through Nelson County, through beautiful scenery, with mountain, valley and pastoral views. The upper section can have strong whitewater for advanced paddlers, and the middle and lower sections, moderate whitewater on a seasonal basis. The rapids are rated Class I to Class II+. Depending upon water conditions, some rapids on the Tye River can approach Class III to IV. 8.5 mile distance, normally canoeable in the winter, for an average of 15-18 days/yr. Difficulty 2-4. Excellent scenery. Hazards include a low-water bridge, and several Class 4 rapids on right turns. 13.5 mile distance, normally canoeable in the winter and early spring, for an average of 55-60 days/yr. Difficulty 1-2. Very good scenery. Hazards include barbed wire fences across the stream, and a seven-foot dam just below takeout. Takeout on the right bank, downstream of Rt. 29 and ABOVE the seven-foot dam about 200 yards below the bridge. (long uphill carry) 11.5 mile distance, normally canoeable in winter, spring and early summer, for an average of 100-115 days/yr. Difficulty 1,2,3. Very good scenery. Put-in, at Rt. 29, below the seven-foot dam. Alternatively, get permission to cross private property at Rt.739 bridge crossing for a shorter carry. 1.5 mile distance, normally canoeable only in winter, following a prolonged wet period, for an average of 5-6 days/yr. Difficulty 3-4. Very good scenery. Hazards: continuous, strong rapids, with an impassable rapid upstream from the bridge put-in. Rocks and boulders abound, seek full information on this section before attempting. Information above excerpted from: V irginia Whitewater – A Paddler’s Guide to the Rivers of Virginia by H. Roger Corbett. Lower Shamokin Falls Trail Blue Mountain Brewery Basic Necessities",,,https://ik.imagekit.io/OE/nelson-county/listings/fishing-the-south-rockfish-river-image1_kGBkHHzo1,Hand holding fish in net with water and leaves.,,,,,,(434) 263-7015,"Rockfish River Wayside, 6759 Rockfish Valley Highway, Afton, VA 22920",josh,,,https://www.google.com/maps/dir/?api=1&destination=Rockfish%20River%20Wayside%2C%206759%20Rockfish%20Valley%20Highway%2C%20Afton%2C%20VA%2022920,,,,,,,,,,,,,,Scenic Views; Water Sports; Fishing,FALSE,https://www.google.com/maps/dir/?api=1&destination=Rockfish%20River%20Wayside%2C%206759%20Rockfish%20Valley%20Highway%2C%20Afton%2C%20VA%2022920
109,Fishing at Montebello,fishing-at-montebello,Fishing,outdoor,Montebello,"Take the kids to Montebello and catch some Rainbow Trout in the fee base trout ponds. An assortment of fishing poles in both adult and children sizes, fishing line, a variety of lures as well as live and artificial bait available in the country store. No license required.",,,https://ik.imagekit.io/OE/nelson-county/listings/fishing-at-montebello-image1_2qVcnapTN,"People fishing by a small pond, surrounded by green trees and hills.",,,,,,(540) 377-2650,"15072 Crabtree Falls Highway, Montebello, VA 24464",josh,,,https://www.google.com/maps/dir/?api=1&destination=15072%20Crabtree%20Falls%20Highway%2C%20Montebello%2C%20VA%2024464,,,,,,,,,,,,,,Retail; Family Friendly; Water Sports; Fishing,FALSE,https://www.google.com/maps/dir/?api=1&destination=15072%20Crabtree%20Falls%20Highway%2C%20Montebello%2C%20VA%2024464
110,Fishing at Lake Monocan Park,fishing-at-lake-monacan-park,Fishing,outdoor,Wintergreen Resort,Photo credit: Wintergreen Resort Lake Monocan is a 20-acre lake and park located at Stoney Creek in Nellysford.,,,https://ik.imagekit.io/OE/nelson-county/listings/fishing-at-lake-monocan-park-image1_raTra86HT,"Aerial view of a lush green forest, lake, and rolling hills.",,,,,,(434) 325-8180,"Lake Monocan Park, 239 Monocan Drive, Nellysford, VA 22958",josh,,,https://www.google.com/maps/dir/?api=1&destination=Lake%20Monocan%20Park%2C%20239%20Monocan%20Drive%2C%20Nellysford%2C%20VA%2022958,,,,,,,,,,,,,,Boating; Picnic Area; Seasonal Menu; Water Sports; Fishing,FALSE,https://www.google.com/maps/dir/?api=1&destination=Lake%20Monocan%20Park%2C%20239%20Monocan%20Drive%2C%20Nellysford%2C%20VA%2022958
111,Fishing at Lake Nelson,fishing-at-lake-nelson,Fishing,outdoor,Arrington,"Lake Nelson is a 40-acre impoundment located in Nelson County, Virginia. This reservoir is owned by the Department of Wildlife Resources and is managed primarily for fisheries related activities. Facilities available at this reservoir are a boat ramp, parking area and portable toilets which are available March-September.

Fishermen are likely to catch largemouth bass, channel catfish, black crappie, bluegill, and redear sunfish. The lake is open 24 hours a day. Outboard motor use is prohibited but electric motors are permitted. (From Arrington, Rt. 655 East (1.4); Left on Rt. 812 (.8) to Concrete ramp) Department of Wildlife Resources requires an Access Permit for visitors to department-owned Wildlife Management Areas (WMAs) and public fishing lakes effective January 1, 2012, who are age 17 and older, unless they possess a valid Virginia hunting, freshwater fishing, or trapping license, or a current Virginia boat registration. Photo credit: Wyatt Greene With headwaters beginning high in the Blue Ridge Mountains and the George Washington National Forest, the Tye River is one of the most beautiful whitewater streams in Virginia. The river begins at the end of two mountain passes, the North Fork and South Fork, at the foot of a mountain. It travels for about 34 miles through Nelson County, through beautiful scenery, with mountain, valley and pastoral views. The upper section can have strong whitewater for advanced paddlers, and the middle and lower sections, moderate whitewater on a seasonal basis. The rapids are rated Class I to Class II+. Depending upon water conditions, some rapids on the Tye River can approach Class III to IV. 8.5 mile distance, normally canoeable in the winter, for an average of 15-18 days/yr. Difficulty 2-4. Excellent scenery. Hazards include a low-water bridge, and several Class 4 rapids on right turns. 13.5 mile distance, normally canoeable in the winter and early spring, for an average of 55-60 days/yr. Difficulty 1-2. Very good scenery. Hazards include barbed wire fences across the stream, and a seven-foot dam just below takeout. Takeout on the right bank, downstream of Rt. 29 and ABOVE the seven-foot dam about 200 yards below the bridge. (long uphill carry) 11.5 mile distance, normally canoeable in winter, spring and early summer, for an average of 100-115 days/yr. Difficulty 1,2,3. Very good scenery. Put-in, at Rt. 29, below the seven-foot dam. Alternatively, get permission to cross private property at Rt.739 bridge crossing for a shorter carry. 1.5 mile distance, normally canoeable only in winter, following a prolonged wet period, for an average of 5-6 days/yr. Difficulty 3-4. Very good scenery. Hazards: continuous, strong rapids, with an impassable rapid upstream from the bridge put-in. Rocks and boulders abound, seek full information on this section before attempting. Information above excerpted from: V irginia Whitewater – A Paddler’s Guide to the Rivers of Virginia by H. Roger Corbett. Lower Shamokin Falls Trail Blue Mountain Brewery Basic Necessities",,,https://ik.imagekit.io/OE/nelson-county/listings/fishing-at-lake-nelson-image1_np2rZtH6Z,Person holding live fish by the mouth over blurred outdoor background.,,,,,,(434) 263-7015,"801 Lake Nelson Lane, Arrington, VA 22922",josh,,,https://www.google.com/maps/dir/?api=1&destination=801%20Lake%20Nelson%20Lane%2C%20Arrington%2C%20VA%2022922,,,,,,,,,,,,,,Boating; Fishing; Water Sports,TRUE,https://www.google.com/maps/dir/?api=1&destination=801%20Lake%20Nelson%20Lane%2C%20Arrington%2C%20VA%2022922
112,Wintergreen Resort Fishing,wintergreen-resort-fishing,Fishing,outdoor,Wintergreen Resort,"Nestled in 11,000 acres in the Blue Ridge Mountains, WINTERGREEN RESORT is in close proximity to some of the best fly fishing Virginia has to offer. Wintergreen’s Fly Fishing services are designed to accommodate the inexperienced to the expert angler.

Wintergreen’s Orvis-Endorsed instructors have the perfect classroom setting at Lake Monocan to introduce students to the art of Fly Fishing, or anglers can experience the thrill of fishing for trout in the mountains or smallmouth bass on the legendary James River with a knowledgeable and friendly guide. Due to limited availability, please call well in advance for bookings. Wintergreen offers half and full day Fly Fishing Classes. Fly-casting instruction is based on The Orvis Progressive Method to Fly Casting and inexperienced to expert casters are welcome. All instruction includes the use of Orvis fly rods and equipment, and all classes are held at the facilities at Lake Monocan and on the private ponds in Stoney Creek.",,,https://ik.imagekit.io/OE/nelson-county/listings/wintergreen-resort-fishing-image1_p-qkftaFk,"Two men fishing by a river, one pointing ahead, surrounded by greenery.",,,,,,(434) 325-8180,"Wintergreen Resort Outdoor Programs, 39 Mountain Inn Loop, Wintergreen, VA 22967",josh,,,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%20Outdoor%20Programs%2C%2039%20Mountain%20Inn%20Loop%2C%20Wintergreen%2C%20VA%2022967,,,,,,,,,,,,,,Scenic Views; Water Sports; Fishing,FALSE,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%20Outdoor%20Programs%2C%2039%20Mountain%20Inn%20Loop%2C%20Wintergreen%2C%20VA%2022967
113,Devils Knob Golf Course,devils-knob-golf-course,Golf,experience,Wintergreen Resort,"When Ellis Maples designed this 18 hole gem, the highest golf course in Virginia, his challenge was to enhance its stunning Blue Ridge Mountain setting. Sitting at an elevation of over 3,800 feet, players leave Devils Knob Golf Course remembering narrow fairways, excellent turf conditions and unsurpassed vistas.

Typically 12-18 degrees cooler even than its sister golf course, Stoney Creek, Devils Knob provides Virginia’s coolest playing conditions throughout the summer and the most dramatic mountain foliage backdrop throughout the fall. If you are searching for a true mountain golf challenge, Devils Knob golf course is a “must play.” At 3,850 feet, the highest course in the State of Virginia Access is only available to members, guests and registered resort guests 50-mile views of the Shenandoah and Rockfish valleys Surprisingly level mountaintop terrain Pleasant 70-85 degree temperatures throughout the spring and summer Spacious 16,585 square foot clubhouse, featuring pro shop with top-of-the-line merchandise, locker room, fine dining and snack shop. Devils Knob Golf Course is only available to Wintergreen Club Members and Wintergreen Resort Lodging Guests. Route 664 Wintergreen, VA 22958 434-325-8520 Photo credit: Wyatt Greene With headwaters beginning high in the Blue Ridge Mountains and the George Washington National Forest, the Tye River is one of the most beautiful whitewater streams in Virginia. The river begins at the end of two mountain passes, the North Fork and South Fork, at the foot of a mountain. It travels for about 34 miles through Nelson County, through beautiful scenery, with mountain, valley and pastoral views. The upper section can have strong whitewater for advanced paddlers, and the middle and lower sections, moderate whitewater on a seasonal basis. The rapids are rated Class I to Class II+. Depending upon water conditions, some rapids on the Tye River can approach Class III to IV. 8.5 mile distance, normally canoeable in the winter, for an average of 15-18 days/yr. Difficulty 2-4. Excellent scenery. Hazards include a low-water bridge, and several Class 4 rapids on right turns. 13.5 mile distance, normally canoeable in the winter and early spring, for an average of 55-60 days/yr. Difficulty 1-2. Very good scenery. Hazards include barbed wire fences across the stream, and a seven-foot dam just below takeout. Takeout on the right bank, downstream of Rt. 29 and ABOVE the seven-foot dam about 200 yards below the bridge. (long uphill carry) 11.5 mile distance, normally canoeable in winter, spring and early summer, for an average of 100-115 days/yr. Difficulty 1,2,3. Very good scenery. Put-in, at Rt. 29, below the seven-foot dam. Alternatively, get permission to cross private property at Rt.739 bridge crossing for a shorter carry. 1.5 mile distance, normally canoeable only in winter, following a prolonged wet period, for an average of 5-6 days/yr. Difficulty 3-4. Very good scenery. Hazards: continuous, strong rapids, with an impassable rapid upstream from the bridge put-in. Rocks and boulders abound, seek full information on this section before attempting. Information above excerpted from: V irginia Whitewater – A Paddler’s Guide to the Rivers of Virginia by H. Roger Corbett. Lower Shamokin Falls Trail Blue Mountain Brewery Basic Necessities",,,https://ik.imagekit.io/OE/nelson-county/listings/devils-knob-golf-course-image1_-NwtvpV8L,Green golf course bordered by autumn-colored trees under clear blue sky.,,,,,,(434) 325-8520,"Route 664, Wintergreen, VA 22958",josh,,,https://www.google.com/maps/dir/?api=1&destination=Route%20664%2C%20Wintergreen%2C%20VA%2022958,,,,,,,,,,,,,,Golf; Resort; Scenic Views,TRUE,https://www.google.com/maps/dir/?api=1&destination=Route%20664%2C%20Wintergreen%2C%20VA%2022958
114,Stoney Creek Golf Course,stoney-creek-golf-course,Golf,experience,Wintergreen Resort,"Golf year round in the Rockfish River valley on the 27-hole Rees Jones Design Stoney Creek Golf Course . With contoured greens and the occasional side hill lie, Jones brought the natural elements of the landscape into play: meandering streams, hardwood forests and pristine wetlands.

When playing the course for the first time, one should be careful to not be distracted by the stunning scenery or wildlife… it may cost them yet another par. Winter golf in Virginia? It’s true. Few other places on earth provide the opportunity to snow ski in the morning and play championship-caliber golf later in the day. Because of a dramatic 3,300 foot change in elevation, it happens at Wintergreen. Route 664 Wintergreen, VA 22958 434-325-8250 Photo credit: Wyatt Greene With headwaters beginning high in the Blue Ridge Mountains and the George Washington National Forest, the Tye River is one of the most beautiful whitewater streams in Virginia. The river begins at the end of two mountain passes, the North Fork and South Fork, at the foot of a mountain. It travels for about 34 miles through Nelson County, through beautiful scenery, with mountain, valley and pastoral views. The upper section can have strong whitewater for advanced paddlers, and the middle and lower sections, moderate whitewater on a seasonal basis. The rapids are rated Class I to Class II+. Depending upon water conditions, some rapids on the Tye River can approach Class III to IV. 8.5 mile distance, normally canoeable in the winter, for an average of 15-18 days/yr. Difficulty 2-4. Excellent scenery. Hazards include a low-water bridge, and several Class 4 rapids on right turns. 13.5 mile distance, normally canoeable in the winter and early spring, for an average of 55-60 days/yr. Difficulty 1-2. Very good scenery. Hazards include barbed wire fences across the stream, and a seven-foot dam just below takeout. Takeout on the right bank, downstream of Rt. 29 and ABOVE the seven-foot dam about 200 yards below the bridge. (long uphill carry) 11.5 mile distance, normally canoeable in winter, spring and early summer, for an average of 100-115 days/yr. Difficulty 1,2,3. Very good scenery. Put-in, at Rt. 29, below the seven-foot dam. Alternatively, get permission to cross private property at Rt.739 bridge crossing for a shorter carry. 1.5 mile distance, normally canoeable only in winter, following a prolonged wet period, for an average of 5-6 days/yr. Difficulty 3-4. Very good scenery. Hazards: continuous, strong rapids, with an impassable rapid upstream from the bridge put-in. Rocks and boulders abound, seek full information on this section before attempting. Information above excerpted from: V irginia Whitewater – A Paddler’s Guide to the Rivers of Virginia by H. Roger Corbett. Lower Shamokin Falls Trail Blue Mountain Brewery Basic Necessities",,,https://ik.imagekit.io/OE/nelson-county/listings/stoney-creek-golf-course-image1_4pzf3VTYQ,"Lush green golf course with autumn trees, mountain backdrop under cloudy sky.",,,,,,(434) 325-8250,"135 Stoney Creek East, Nellysford, VA 22958",josh,,,https://www.google.com/maps/dir/?api=1&destination=135%20Stoney%20Creek%20East%2C%20Nellysford%2C%20VA%2022958,,,,,,,,,,,,,,Resort; Golf; Water Sports; Fishing,FALSE,https://www.google.com/maps/dir/?api=1&destination=135%20Stoney%20Creek%20East%2C%20Nellysford%2C%20VA%2022958
169,Indian Summer Guide Service,indian-summer-guide-service,Horseback Riding,experience,Nelson County,"Offering private vineyard horseback rides led by one of our knowledgeable guides, who will ensure your safety as well as your enjoyment.",,,https://ik.imagekit.io/OE/nelson-county/listings/indian-summer-guide-service-image1_vrYc4oP7k,Three riders on horses overlooking green valley with mountains in background.,,,,,,(434) 531-9679,"151 Veritas Lane, Afton, VA 22920",josh,,,https://www.google.com/maps/dir/?api=1&destination=151%20Veritas%20Lane%2C%20Afton%2C%20VA%2022920,,,,,,,,,,,,,,Equestrian; Farm; Hiking; Tastings; Wine,FALSE,https://www.google.com/maps/dir/?api=1&destination=151%20Veritas%20Lane%2C%20Afton%2C%20VA%2022920
56,Allen Creek Nature Preserve,allen-creek-nature-preserve,Hikes & Trails,outdoor,Wintergreen Resort,Miles: 0.7 Blaze Color: Yellow Difficulty Level: EASY Directions: Google Maps This nature preserve in the middle of Wintergreen’s community is one of the most unique environments on the mountain.,,,https://ik.imagekit.io/OE/nelson-county/listings/allen-creek-nature-preserve-image1_hUFD6CEWI,Purple violets amidst green leaves and grass on forest floor.,,,,,,(434) 263-7015,"8519 Thomas Nelson Hwy, Lovingston, VA 22949",josh,,,https://www.google.com/maps/dir/?api=1&destination=8519%20Thomas%20Nelson%20Hwy%2C%20Lovingston%2C%20VA%2022949,https://www.youtube.com/watch?v=VtiRHsUcEuE,,,,,,,,,,,,,Tours; Family Friendly; Hiking; Biking,FALSE,https://www.google.com/maps/dir/?api=1&destination=8519%20Thomas%20Nelson%20Hwy%2C%20Lovingston%2C%20VA%2022949
57,Appalachian Trail from Rt 56 to Harpers Creek,appalachian-trail-from-rt-56-to-harpers-creek,Hikes & Trails,outdoor,Tyro,"Miles: 2.6 Difficulty Level: Moderate A 2.6-mile moderate hike along the Appalachian Trail traverses a wooden Swinging Bridge over the Tye River, and travels through stands of mountain laurel and rhododendron to the Harpers Creek Shelter (AT) and Harper’s Creek, where the water gurgles through the large cascading rocks.",,,https://ik.imagekit.io/OE/nelson-county/listings/appalachian-trail-from-rt-56-to-harpers-creek-image1_zH8UGdn8C,Wooden suspension bridge through colorful autumn forest with rocky foreground.,,,,,,(434) 263-7015,"8519 Thomas Nelson Hwy, Lovingston, VA 22949",josh,,,https://www.google.com/maps/dir/?api=1&destination=8519%20Thomas%20Nelson%20Hwy%2C%20Lovingston%2C%20VA%2022949,,,,,,,,,,,,,,Scenic Views; Hiking; Biking; Appalachian Trail; Water Sports,FALSE,https://www.google.com/maps/dir/?api=1&destination=8519%20Thomas%20Nelson%20Hwy%2C%20Lovingston%2C%20VA%2022949
58,Blackrock Trail,blackrock-trail,Hikes & Trails,outdoor,Wintergreen Resort,"Miles: 0.8 Blaze Color: Red Difficulty Level: Difficult Directions: Google Maps Blackrock Trail is located on a south-facing slope, which promotes the dry, thin soils along the pedlar gneiss rock formations. Mountain laurel, blueberry, and rose azalea thrive in this harsh environment and are in bloom during June.

The dominant tree species found along the trail are chestnut oak and table mountain pine; note the way the southwest winds shape these pines. It connect to the Pedlars Edge Trail. Use caution in winter. Miles: 2.6 Difficulty Level: Moderate A 2.6-mile moderate hike along the Appalachian Trail traverses a wooden Swinging Bridge over the Tye River, and travels through stands of mountain laurel and rhododendron to the Harpers Creek Shelter (AT) and Harper’s Creek, where the water gurgles through the large cascading rocks. Multiple campsites are on each side of the creek, and there’s a vault toilet up the hill from the shelter. Directions From State Route 56 at Crabtree Falls: Take SR 56 east for approximately 3-4 miles. The Appalachian Trail crosses SR 56 and a AT parking lot is available to the right (South side) of SR 56. Head across the street from the parking lot (North) on the AT across the Swinging Bridge, and continue up the trail towards Harper’s Creek Shelter.",,,https://ik.imagekit.io/OE/nelson-county/listings/blackrock-trail-image1_icsrDn5Xh,Forest trail with rocks and dense green foliage surrounding trees.,,,,,,(434) 263-7015,"8519 Thomas Nelson Hwy, Lovingston, VA 22949",josh,,,https://www.google.com/maps/dir/?api=1&destination=8519%20Thomas%20Nelson%20Hwy%2C%20Lovingston%2C%20VA%2022949,https://www.youtube.com/watch?v=TrcrOdSjQwQ,,,,,,,,,,,,,Scenic Views; Biking; Hiking,FALSE,https://www.google.com/maps/dir/?api=1&destination=8519%20Thomas%20Nelson%20Hwy%2C%20Lovingston%2C%20VA%2022949
