id,name,slug,type,category,area,description,detailedDescription,customHtml,image1,image1Desc,image2,image2Desc,image3,image3Desc,website,phone,address,authorName,publishedDate,modifiedDate,directionsLink,videoLink,document1,document1Name,document2,document2Name,accordionPanel1Title,accordionPanel1Content,accordionPanel2Title,accordionPanel2Content,accordionPanel3Title,accordionPanel3Content,accordionPanel4Title,accordionPanel4Content,amenities,featured,googleMapsUrl
97,Woodson's Mill Loop,woodsons-mill-loop,Biking,outdoor,Nelson County,"Woodson's Mill Loop encompasses a scenic 24-mile route beginning and ending at the historic Woodson's Mill in Lowesville. This ride meanders through picturesque countryside, including Massies Mill and Route 680, providing a captivating blend of charming landscapes and local history. It’s an ideal outing for biking enthusiasts seeking a tranquil ride amidst Virginia’s natural beauty.",,,https://ik.imagekit.io/OE/nelson-county/listings/woodson-s-mill-loop-image1_yiXWRoa0o,"Old wooden watermill surrounded by lush greenery, near a tranquil pond.",,,,,,(434) 263-7015,"3211 Lowesville Road, Roseland, VA 22967",josh,,,https://www.google.com/maps/dir/?api=1&destination=3211%20Lowesville%20Road%2C%20Roseland%2C%20VA%2022967,,,,,,,,,,,,,,Biking; Scenic Views; Farm; Water Sports,FALSE,https://www.google.com/maps/dir/?api=1&destination=3211%20Lowesville%20Road%2C%20Roseland%2C%20VA%2022967
98,Walton's Mountain Museum Loop,waltons-mountain-museum-loop,Biking,outdoor,Nelson County,"Embark on a scenic 31-mile biking loop starting at Walton’s Mountain Museum in Schuyler. This route meanders through picturesque countryside, crossing the Rockfish River and passing by charming Esmont farms. Enjoy stunning views and access to recreational spots along the James River, making it a perfect ride for nature lovers and outdoor enthusiasts alike.",,,https://ik.imagekit.io/OE/nelson-county/listings/walton-s-mountain-museum-loop-image1_anr51axUp,"Red brick building with American flag, labeled Schuyler Elementary School.",,,,,,(434) 263-7015,"6484 Rockfish River Road, Schuyler, VA 22969",josh,,,https://www.google.com/maps/dir/?api=1&destination=6484%20Rockfish%20River%20Road%2C%20Schuyler%2C%20VA%2022969,,,,,,Overview,<p>The Walton’s Mountain Museum Loop is a short walking route that connects outdoor paths with the historic Walton’s Mountain Museum. It provides an easy way to combine light outdoor activity with a visit to the museum.</p>,Trail Experience,"<p>The loop is short and considered <strong>easy</strong>, with gentle terrain suitable for most visitors. The path passes through open areas and light woodland near the museum grounds.</p>",Planning Notes,<p>This loop works well as a casual walk before or after visiting the museum and does not require special preparation.</p>,,,Biking; Hiking; Scenic Views; Museum; Farm; Water Sports,FALSE,https://www.google.com/maps/dir/?api=1&destination=6484%20Rockfish%20River%20Road%2C%20Schuyler%2C%20VA%2022969
99,Virginia Blue Ridge Railway Trail,virginia-blue-ridge-railway-trail,Biking,outdoor,Piney River,"Virginia Blue Ridge Railway Trail features a scenic 7-mile crushed-stone path ideal for biking, hiking, and horseback riding. Located in Piney River, the trail winds along the Piney and Tye Rivers, offering views of vibrant wildflowers and local wildlife. With convenient parking and restrooms at both trailheads, it’s a year-round destination for outdoor enthusiasts. Remember to wear blaze orange during the autumn hunting season.",,,https://ik.imagekit.io/OE/nelson-county/listings/virginia-blue-ridge-railway-trail-image1_gb6HkVrGb,Trailhead sign and small building surrounded by trees under clear blue sky.,,,,,,(434) 263-7130,"3124 Patrick Henry Highway, Piney River, VA 22964",josh,,,https://www.google.com/maps/dir/?api=1&destination=3124%20Patrick%20Henry%20Highway%2C%20Piney%20River%2C%20VA%2022964,,,,,,,,,,,,,,Biking; Equestrian; Scenic Views; Hiking; Water Sports,FALSE,https://www.google.com/maps/dir/?api=1&destination=3124%20Patrick%20Henry%20Highway%2C%20Piney%20River%2C%20VA%2022964
100,Nelson Scenic Loop,nelson-scenic-loop,Biking,outdoor,Tyro,"Embark on the 50-mile Nelson Scenic Loop, a stunning biking route that navigates through Routes 151, 664, and the Blue Ridge Parkway. Experience breathtaking mountain vistas, charming orchards, and the lush beauty of the Piney and Tye Rivers. With ample parking and access points, this trail invites you to explore year-round, making it a perfect blend of adventure and nature.",,,https://ik.imagekit.io/OE/nelson-county/listings/nelson-scenic-loop-image1_RICn_P7cl8,Black butterfly on pale purple flowers with green leaves.,,,,,,(434) 263-7015,"Route 151 & Route 664 Junction, Nellysford, VA 22958",josh,,,https://www.google.com/maps/dir/?api=1&destination=Route%20151%20%26%20Route%20664%20Junction%2C%20Nellysford%2C%20VA%2022958,,,,,,Overview,"<p>The Nelson Scenic Loop is a self-guided driving route that showcases the landscapes, rural communities, and mountain views of Nelson County.</p><p>The loop is designed for leisurely exploration rather than point-to-point travel.</p>",Driving Experience,"<p>The full route spans <strong>several dozen miles</strong> and travels through valleys, along ridgelines, and near rivers.</p><p>Road conditions range from gentle rural roads to winding mountain sections.</p>",Planning Your Drive,"<p>The scenic loop can be driven in sections or completed in one outing. Drivers should allow time for pull-offs, stops, and nearby points of interest.</p><p>Caution is advised on narrow or curving roads.</p>",,,Biking; Educational; Scenic Views; Farm; Water Sports,FALSE,https://www.google.com/maps/dir/?api=1&destination=Route%20151%20%26%20Route%20664%20Junction%2C%20Nellysford%2C%20VA%2022958
101,Tye River,tye-river,Canoeing,outdoor,Tyro,"Tye River is a breathtaking 34-mile stretch of whitewater nestled in Virginia's Blue Ridge Mountains, perfect for advanced paddlers. With Class I to II+ rapids and sections that can escalate to Class III to IV during high water, it promises thrilling challenges. Enjoy stunning mountain vistas and picturesque scenery, ideal for seasonal paddling in winter and early spring. Come prepared for various hazards for an unforgettable adventure!",,,https://ik.imagekit.io/OE/nelson-county/listings/tye-river-image1_obd32khA6,Bridge over river surrounded by lush forest and distant hills.,,,,,https://nelsoncounty.com/explore/tye-river/,(434) 263-7015,Tye River Main Access 2724 Patrick Henry Highway Piney River VA 22964,josh,,,https://www.google.com/maps/search/?api=1&query=Tye%20River%20Main%20Access%202724%20Patrick%20Henry%20Highway%20Piney%20River%20VA%2022964,,,,,,,,,,,,,,Water Sports,FALSE,https://www.google.com/maps/search/?api=1&query=Tye%20River%20Main%20Access%202724%20Patrick%20Henry%20Highway%20Piney%20River%20VA%2022964
102,James River,james-river,Canoeing,outdoor,Wingina,"Explore the scenic James River, Virginia's largest river, which carves through Nelson County, offering numerous canoe and kayak access points. Enjoy breathtaking landscapes as you paddle along the 64-mile Upper James River Water Trail, with options for all skill levels. Local livery services make it easy to plan your adventure, whether you're looking for a relaxing float or a thrilling whitewater experience.",,,https://ik.imagekit.io/OE/nelson-county/listings/james-river-image1_FejU6BN18,Serene river surrounded by lush green trees and distant mountains under clear sky.,,,,,https://nelsoncounty.com/explore/james-river/,(434) 933-4355,947 James River Road Wingina VA 24599,josh,,,https://www.google.com/maps/search/?api=1&query=947%20James%20River%20Road%20Wingina%20VA%2024599,,,,,,Overview,"<p>The James River is one of Virginia’s most significant waterways and offers a wide range of recreational opportunities in Nelson County, including paddling, fishing, and scenic river access.</p>",Paddling Experience,"<p>River conditions vary by section and season. Some stretches are suitable for <strong>easy, flatwater paddling</strong>, while others include moving water that requires experience and careful planning.</p>",Fishing Information,<p>The James River supports a variety of freshwater species and attracts anglers throughout the year. Access points range from easily reached riverbanks to more remote locations.</p>,Planning & Safety,<p>Visitors should check water levels and weather conditions before heading out and follow all safety guidance. Life jackets and appropriate gear are strongly recommended.</p>,Biking; Hiking; Water Sports; Fishing,FALSE,https://www.google.com/maps/search/?api=1&query=947%20James%20River%20Road%20Wingina%20VA%2024599
103,Rockfish River,rockfish-river,Canoeing,outdoor,Afton,"Rockfish River is a scenic gem in Nelson County, Virginia, perfect for winter canoeing adventures. This gentle Class I–II river meanders through stunning landscapes, inviting paddlers to enjoy seasonal floats. Along the way, expect occasional portages and convenient takeouts at Route 6 or the Rt. 634 bridge, making it an ideal destination for nature lovers.",,,https://ik.imagekit.io/OE/nelson-county/listings/rockfish-river-image1_d1GnubdLD,Person kayaking with a dog in green kayak on a river.,,,,,https://nelsoncounty.com/explore/rockfish-river/,(434) 263-7015,Rockfish River Access 5156 Rockfish Valley Highway Afton VA 22920,josh,,,https://www.google.com/maps/search/?api=1&query=Rockfish%20River%20Access%205156%20Rockfish%20Valley%20Highway%20Afton%20VA%2022920,,,,,,Overview,"<p>The Rockfish River is a smaller tributary of the James River that flows through Nelson County and provides opportunities for fishing, paddling, and quiet river exploration.</p>",River Experience,<p>The river includes calmer stretches suitable for casual recreation as well as sections where conditions change with rainfall. Water levels can fluctuate quickly.</p>,Fishing Information,<p>Anglers visit the Rockfish River for its scenic setting and seasonal fishing opportunities. Access points vary in ease and visibility.</p>,Planning Notes,<p>Visitors should be mindful of changing water conditions and respect private property along the river corridor.</p>,Water Sports; Fishing,FALSE,https://www.google.com/maps/search/?api=1&query=Rockfish%20River%20Access%205156%20Rockfish%20Valley%20Highway%20Afton%20VA%2022920
104,Lake Nelson,lake-nelson,Canoeing,outdoor,Arrington,"Lake Nelson is a picturesque 40-acre reservoir located in Nelson County, Virginia, ideal for canoeing and fishing enthusiasts. With a convenient concrete boat ramp and year-round access, visitors can glide across the tranquil waters while seeking largemouth bass, crappie, and other fish. Surrounded by stunning scenery, this destination is a favorite for outdoor adventurers seeking relaxation and recreation.",,,https://ik.imagekit.io/OE/nelson-county/listings/lake-nelson-image1_ntx7GII0I,"Calm lake reflecting cloudy sky, surrounded by dense forest, distant mountains visible.",,,,,https://nelsoncounty.com/explore/lake-nelson/,(434) 263-7015,801 Lake Nelson LaneArrington VA 22922,josh,,,https://www.google.com/maps/search/?api=1&query=801%20Lake%20Nelson%20LaneArrington%20VA%2022922,,,,,,,,,,,,,,Water Sports; Fishing,FALSE,https://www.google.com/maps/search/?api=1&query=801%20Lake%20Nelson%20LaneArrington%20VA%2022922
40,Dickie Brothers Orchard,dickie-brothers-orchard,Farms & Orchards,experience,Roseland,"Dickie Brothers Orchard is a beloved Century Farm in Roseland, VA, offering a wide selection of apples like Honeycrisp, Gala, and Granny Smith, along with fresh cider, pumpkins, and more. From June to November, you can pick your own berries, including raspberries and blackberries, as well as apples of various varieties. Enjoy a family-friendly atmosphere where everyone can connect with nature and savor the harvest.",,,https://ik.imagekit.io/OE/nelson-county/listings/dickie-brothers-orchard-image1_mgGfsUOkW,"Child in dress standing by Dickie Bros Orchard sign, rustic background.",https://ik.imagekit.io/OE/nelson-county/listings/dickie-brothers-orchard-image2_CzMZz9sVs,Pumpkins and colorful flowers displayed outside rustic wooden building with American flag.,,,https://dickiebrothers.com/,(434) 277-5516,"2685 Dickie Road, Roseland, VA 22967",josh,,,https://www.google.com/maps/dir/?api=1&destination=2685%20Dickie%20Road%2C%20Roseland%2C%20VA%2022967,,,,,,,,,,,,,,Farm; Cider; Local Ingredients; Tastings,FALSE,https://www.google.com/maps/dir/?api=1&destination=2685%20Dickie%20Road%2C%20Roseland%2C%20VA%2022967
41,Drumheller's Orchard,drumhellers-orchard,Farms & Orchards,experience,Lovingston,"Drumheller's Orchard in Lovingston, VA, boasts a fantastic assortment of apple varieties, including Red Delicious, Granny Smith, and more. Beyond apples, you'll find pumpkins, cider, homemade apple butter, and honey. The orchard hosts seasonal festivals in the fall and provides pet-friendly grounds for families. Bus tours and school groups are welcome with advance notice, ensuring a delightful outing for all. Visit us at 1130 Drumheller Orchard Lane!",,,https://ik.imagekit.io/OE/nelson-county/listings/drumheller-s-orchard-image1_lGFwTv4Vd,Pink and white blossoms on a branch against a clear blue sky.,,,,,https://www.drumhellersorchard.com/,(434) 263-5036,"1130 Drumheller Orchard Lane, Lovingston, VA 22949",josh,,,https://www.google.com/maps/dir/?api=1&destination=1130%20Drumheller%20Orchard%20Lane%2C%20Lovingston%2C%20VA%2022949,,,,,,,,,,,,,,Bakery; Cider; Farm; Pet Friendly; Local Ingredients; Tastings,FALSE,https://www.google.com/maps/dir/?api=1&destination=1130%20Drumheller%20Orchard%20Lane%2C%20Lovingston%2C%20VA%2022949
42,Saunders Brothers Farm Market,saunders-brothers-farm-market,Farms & Orchards,experience,Piney River,"Visit Saunders Brothers Farm Market in Piney River, VA, for a delightful experience of fresh peaches, apples, and a variety of seasonal vegetables. Our family-owned market features locally sourced meats, baked goods, and unique offerings like peach ice cream and handmade wreaths. Enjoy summer activities, live music, and special events every Saturday. Open May to December, we invite you to explore the charm of our farm market!",,,https://ik.imagekit.io/OE/nelson-county/listings/saunders-brothers-farm-market-image1_f1AEM7MxN,American flag waves outside rustic store with produce sign and wooden facade.,,,,,https://www.saundersbrothers.com/,(434) 277-5455,"2717 Tye Brook Highway, Piney River, VA 22964",josh,,,https://www.google.com/maps/dir/?api=1&destination=2717%20Tye%20Brook%20Highway%2C%20Piney%20River%2C%20VA%2022964,,,,,,,,,,,,,,Farm; Market; Desserts; Bakery; Local Ingredients; Family Friendly; Museum; Water Sports,FALSE,https://www.google.com/maps/dir/?api=1&destination=2717%20Tye%20Brook%20Highway%2C%20Piney%20River%2C%20VA%2022964
133,Big Arms Farm,big-arms-farm,Farms & Orchards,community,Lovingston,"Big Arms Farm is a sustainable oasis at the Nelson Farmers Market, featuring the opportunity to craft your own stunning bouquets and indulge in unique treats like native paw paws and hickory smoked peppers. With a commitment to education and community, the farm donates 10% of sales to global initiatives. Enjoy fresh cut flowers, heirloom vegetables, and grass-fed beef while supporting a meaningful cause!",,,https://ik.imagekit.io/OE/nelson-county/listings/big-arms-farm-image1_i2J6RcEih,Smiling couple under canopy surrounded by colorful flowers.,,,,,,(434) 263-7015,"Nelson Farmers Market Cooperative, 868 Front Street, Lovingston, VA 22949",josh,,,https://www.google.com/maps/dir/?api=1&destination=Nelson%20Farmers%20Market%20Cooperative%2C%20868%20Front%20Street%2C%20Lovingston%2C%20VA%2022949,,,,,,,,,,,,,,Market; Farm; Local Ingredients,FALSE,https://www.google.com/maps/dir/?api=1&destination=Nelson%20Farmers%20Market%20Cooperative%2C%20868%20Front%20Street%2C%20Lovingston%2C%20VA%2022949
134,Caldwell Farms,caldwell-farms,Farms & Orchards,experience,Lovingston,"Caldwell Farms is a charming U-pick flower farm located in scenic Nelson County, VA. By appointment only, visitors can gather their own seasonal blooms to create unique floral arrangements. Situated at 394 Stage Bridge Rd, it’s an ideal destination for flower enthusiasts looking to connect with nature. After your visit, explore nearby local eateries for a tasty meal.",,,https://ik.imagekit.io/OE/nelson-county/listings/caldwell-farms-image1_FWxJVDAqM,Colorful bouquet of flowers with green fields in the background.,,,,,,(770) 401-0390,"394 Stagebridge Road, Lovingston, VA 24590",josh,,,https://www.google.com/maps/dir/?api=1&destination=394%20Stagebridge%20Road%2C%20Lovingston%2C%20VA%2024590,,,,,,,,,,,,,,Seasonal Menu; Retail; Farm; Local Ingredients,FALSE,https://www.google.com/maps/dir/?api=1&destination=394%20Stagebridge%20Road%2C%20Lovingston%2C%20VA%2024590
135,Davis Creek Farm,davis-creek-farm,Farms & Orchards,experience,Lovingston,"Davis Creek Farm is a sustainable, family-run farm nestled in a serene hollow of Virginia's Blue Ridge Mountains. Spanning 60 acres, it offers visitors a chance to connect with nature through farm stays, workshops, and heritage livestock experiences. By appointment only, this holistic farm emphasizes ethical animal husbandry and the sacred bond between nature and humanity.",,,https://ik.imagekit.io/OE/nelson-county/listings/davis-creek-farm-image1_lUORCOvoM,"Horses grazing in a lush, green pasture with a forest background.",,,,,,(434) 249-4333,"4670 Davis Creek Lane, Lovingston, VA 22949",josh,,,https://www.google.com/maps/dir/?api=1&destination=4670%20Davis%20Creek%20Lane%2C%20Lovingston%2C%20VA%2022949,,,,,,,,,,,,,,Farm; Local Ingredients,FALSE,https://www.google.com/maps/dir/?api=1&destination=4670%20Davis%20Creek%20Lane%2C%20Lovingston%2C%20VA%2022949
136,Deer Creek Farm,deer-creek-farm,Farms & Orchards,experience,Roseland,"Deer Creek Farm, located in Lowesville, VA, is a family-owned cattle and lamb farm offering custom beef and lamb shares available by whole, half, or quarter. Visitors can expect high-quality, locally sourced meat along with a warm, welcoming atmosphere. Don't miss the nearby deli for delicious breakfast and lunch options, including fried chicken and subs.",,,https://ik.imagekit.io/OE/nelson-county/listings/deer-creek-farm-image1_qTXfWgAfq,Grilled steak sizzling on open flame with rosemary garnish.,,,,,,(434) 277-9104,"3764 Lowesville Road, Lowesville, VA 22967",josh,,,https://www.google.com/maps/dir/?api=1&destination=3764%20Lowesville%20Road%2C%20Lowesville%2C%20VA%2022967,,,,,,,,,,,,,,Order Pickup; Farm; Local Ingredients,FALSE,https://www.google.com/maps/dir/?api=1&destination=3764%20Lowesville%20Road%2C%20Lowesville%2C%20VA%2022967
137,Edible Landscaping,edible-landscaping,Farms & Orchards,experience,Afton,"Edible Landscaping, located in the Blue Ridge Mountains, specializes in a wide variety of edible plants, including fruits, nuts, berries, and herbs. Our plants are cultivated without herbicides, promoting a healthy garden ecosystem. You can purchase potted plants directly from our nursery or have them shipped nationwide, ensuring they'll thrive in your own backyard.",,,https://ik.imagekit.io/OE/nelson-county/listings/edible-landscaping-image1_nVFTmhRf7,Hand picking ripe blackberries from bush with green leaves.,,,,,,(434) 361-9134,"361 Spirit Ridge Lane, Afton, VA 22920",josh,,,https://www.google.com/maps/dir/?api=1&destination=361%20Spirit%20Ridge%20Lane%2C%20Afton%2C%20VA%2022920,,,,,,,,,,,,,,Organic; Order Pickup; Farm; Local Ingredients,FALSE,https://www.google.com/maps/dir/?api=1&destination=361%20Spirit%20Ridge%20Lane%2C%20Afton%2C%20VA%2022920
138,Fitzgerald Farms,fitzgerald-farms,Farms & Orchards,experience,Arrington,"Fitzgerald Farms is a delightful roadside stand located in Arrington, VA, where you can pick your own pumpkins in the fall and savor sweet corn during the summer. Situated conveniently off Route 29, the farm also provides quality wholesale produce, including corn, soybeans, and sod. Stop by to enjoy the fresh seasonal offerings while taking in the beauty of the Rockfish Valley.",,,https://ik.imagekit.io/OE/nelson-county/listings/fitzgerald-farms-image1_XtoAg2MWJ,"Child sitting among numerous bright orange pumpkins, wearing pink overalls.",,,,,,(434) 277-8047,"4850 Tye Brook Highway, Arrington, VA 22922",josh,,,https://www.google.com/maps/dir/?api=1&destination=4850%20Tye%20Brook%20Highway%2C%20Arrington%2C%20VA%2022922,,,,,,,,,,,,,,Farm; Desserts; Fishing,FALSE,https://www.google.com/maps/dir/?api=1&destination=4850%20Tye%20Brook%20Highway%2C%20Arrington%2C%20VA%2022922
139,Fitzgerald's Orchard,fitzgeralds-orchard,Farms & Orchards,experience,Tyro,"Visit Fitzgerald's Orchard, a family-run gem in Tyro, VA, where you can savor the taste of in-season apples like Fuji, Granny Smith, and Pink Lady, available by bushel. Enjoy the scenic countryside while picking your favorites, and don’t miss the nearby locally owned deli for delicious breakfast and lunch options. Perfect for family outings and a true taste of Virginia’s harvest!",,,https://ik.imagekit.io/OE/nelson-county/listings/fitzgerald-s-orchard-image1_NO_6fucxa,Red and yellow apples on leafy tree branch under blue sky.,,,,,,(434) 277-5798,"728 Harpers Creek Lane, Tyro, VA 22976",josh,,,https://www.google.com/maps/dir/?api=1&destination=728%20Harpers%20Creek%20Lane%2C%20Tyro%2C%20VA%2022976,,,,,,,,,,,,,,Seasonal Menu; Farm; Scenic Views; Local Ingredients,FALSE,https://www.google.com/maps/dir/?api=1&destination=728%20Harpers%20Creek%20Lane%2C%20Tyro%2C%20VA%2022976
141,Hungry Hill Farm,hungry-hill-farm,Farms & Orchards,experience,Shipman,"Hungry Hill Farm in Shipman, VA, is a vibrant hub for beekeeping enthusiasts. Open year-round, it features engaging tours and hands-on workshops focused on mushroom cultivation. You’ll also find a delightful selection of raw honey and beekeeping supplies. With over 50 years of experience, the welcoming staff is ready to share their passion. Call ahead to schedule your visit or pick up your order!",,,https://ik.imagekit.io/OE/nelson-county/listings/hungry-hill-farm-image1_N-4ZiI8f5,"Bee sipping liquid from glass rim, close-up, detailed, blurred background.",,,,,,(434) 263-5336,"89 Williamstown Road, Shipman, VA 22971",josh,,,https://www.google.com/maps/dir/?api=1&destination=89%20Williamstown%20Road%2C%20Shipman%2C%20VA%2022971,,,,,,,,,,,,,,Farm; Retail,FALSE,https://www.google.com/maps/dir/?api=1&destination=89%20Williamstown%20Road%2C%20Shipman%2C%20VA%2022971
143,Lost Point Farm,lost-point-farm,Farms & Orchards,community,Arrington,"Lost Point Farm is a small, chemical-free farm established in 2010, perched on a rocky knob overlooking the Tye River. Dedicated to the Arrington community, it offers fresh herbs and produce grown without synthetic fertilizers or pesticides. All harvests are available by appointment only, ensuring a personal touch with every visit.",,,https://ik.imagekit.io/OE/nelson-county/listings/lost-point-farm-image1_ysMce9Xxm,White flowers in front of wooden cabin surrounded by lush greenery.,,,,,,(434) 263-7015,"Arrington, VA 22922",josh,,,https://www.google.com/maps/dir/?api=1&destination=Arrington%2C%20VA%2022922,,,,,,,,,,,,,,Order Pickup; Scenic Views; Farm; Local Ingredients; Water Sports,FALSE,https://www.google.com/maps/dir/?api=1&destination=Arrington%2C%20VA%2022922
145,Pharsalia,pharsalia,Farms & Orchards,experience,Tyro,"Pharsalia is a historic working farm at the foot of dePriest Mountain in Nelson County, Virginia. Built in 1814, this National Register property features stunning views, beautiful gardens, and orchards. While not open to the public, Pharsalia arranges group tours and hosts events like weddings and floral workshops, continuing the legacy of the Massie family with grace and connection to the land.",,,https://ik.imagekit.io/OE/nelson-county/listings/pharsalia-image1_cVhWdTBSo,"White house surrounded by colorful trees, with mountains in the background.",,,,,,(434) 277-5231,"2333 Pharsalia Road, Tyro, VA 22976",josh,,,https://www.google.com/maps/dir/?api=1&destination=2333%20Pharsalia%20Road%2C%20Tyro%2C%20VA%2022976,,,,,,Overview,"<p>Pharsalia is a historic hilltop estate overlooking the Rockfish Valley. The property is known for its architecture, long history, and expansive views of the surrounding countryside.</p>",Historic Context,"<p>The estate dates to the early 19th century and reflects the agricultural and social history of the region. Over time, the property has served a variety of cultural and community roles.</p>",Visiting Notes,<p>Public access to Pharsalia is limited and typically associated with scheduled events or special openings.</p>,,,Events; Farm; Scenic Views; Retail; Local Ingredients,FALSE,https://www.google.com/maps/dir/?api=1&destination=2333%20Pharsalia%20Road%2C%20Tyro%2C%20VA%2022976
146,Robinia Institute,robinia-institute,Farms & Orchards,experience,Wingina,"Robinia Institute is an educational and consulting center located within the 400-acre Timshel Wildland in Wingina, VA. Founded in 2017, it focuses on regenerative agriculture and holistic land management, offering hands-on workshops that highlight the joy and abundance of nature. Participants can learn sustainable practices that enrich both soil and spirit while exploring the transformative power of wild living systems.",,,https://ik.imagekit.io/OE/nelson-county/listings/robinia-institute-image1_neYzCA4xW,Person in hat tending plants in a lush green field.,,,,,,(330) 310-1475,"530 James River Road, Wingina, VA 24599",josh,,,https://www.google.com/maps/dir/?api=1&destination=530%20James%20River%20Road%2C%20Wingina%2C%20VA%2024599,,,,,,,,,,,,,,Educational; Retail; Farm; Local Ingredients,FALSE,https://www.google.com/maps/dir/?api=1&destination=530%20James%20River%20Road%2C%20Wingina%2C%20VA%2024599
147,Rose Isle Farm,rose-isle-farm,Farms & Orchards,experience,Roseland,"Rose Isle Farm, located at the foot of the Blue Ridge Mountains in Roseland, Virginia, specializes in Beer Beef, a unique product that results from feeding cattle spent mash from the nearby Blue Mountain Brewery. This innovative approach combines recycling with sustainable farming, yielding healthier livestock and exceptional flavor. With cattle grazing on lush pastures and drinking clear mountain water, Rose Isle Farm’s beef earns rave reviews, making store-bought options a thing of the past. Call to order, and visits are by appointment only.",,,https://ik.imagekit.io/OE/nelson-county/listings/rose-isle-farm-image1_t283CgSR-,"Farm with silo, red roofs, green fields, and hazy mountains in the background.",,,,,,(434) 277-8574,"329 Crabtree Falls Highway, Roseland, VA 22967",josh,,,https://www.google.com/maps/dir/?api=1&destination=329%20Crabtree%20Falls%20Highway%2C%20Roseland%2C%20VA%2022967,,,,,,,,,,,,,,Beer; Farm; Local Ingredients; Tastings,FALSE,https://www.google.com/maps/dir/?api=1&destination=329%20Crabtree%20Falls%20Highway%2C%20Roseland%2C%20VA%2022967
148,Seamans' Orchard,seamans-orchard,Farms & Orchards,experience,Roseland,"Seamans' Orchard is a charming fourth-generation farm located at the foot of the Blue Ridge Mountains. Here, visitors can indulge in the joy of picking their own strawberries, cherries, blueberries, and apples—starting with strawberries in May and transitioning to apples in the fall. This delightful destination offers fresh, seasonal flavors and a memorable experience for families. Please note that pets are not allowed, with the exception of service dogs.",,,https://ik.imagekit.io/OE/nelson-county/listings/seamans-orchard-image1__NNqdOH0h,"Cherries, blueberries, strawberries in clear containers on a wooden table.",,,,,,(434) 277-8130,"415 Dark Hollow Road, Roseland, VA",josh,,,https://www.google.com/maps/dir/?api=1&destination=415%20Dark%20Hollow%20Road%2C%20Roseland%2C%20VA%2022967,,,,,,,,,,,,,,Farm; Market; Scenic Views; Family Friendly,FALSE,https://www.google.com/maps/dir/?api=1&destination=415%20Dark%20Hollow%20Road%2C%20Roseland%2C%20VA%2022967
149,Silver Creek and Seamans' Orchards,silver-creek-and-seamans-orchards,Farms & Orchards,experience,Roseland,"Silver Creek and Seamans' Orchards is a charming destination for apple lovers, featuring a diverse selection of heirloom varieties like Gala, Jonagold, and Pink Lady. Visitors can enjoy homemade cider, apple butter, honey, and pumpkins. Don’t forget to explore their event calendar for fun festivals and “Pick Your Own” days, perfect for creating lasting family memories.",,,https://ik.imagekit.io/OE/nelson-county/listings/silver-creek-and-seamans-orchards-image1_pv2iDWEdx,Crates of colorful apples displayed inside a rustic market setting.,,,,,,(434) 277-5824,"5529 Crabtree Falls Highway in Tyro, VA",josh,,,https://www.google.com/maps/dir/?api=1&destination=5529%20Crabtree%20Falls%20Highway%2C%20Tyro%2C%20VA%2022976,,,,,,,,,,,,,,Cider; Local Ingredients; Events; Farm; Tastings,FALSE,https://www.google.com/maps/dir/?api=1&destination=5529%20Crabtree%20Falls%20Highway%2C%20Tyro%2C%20VA%2022976
150,Silver Creek Orchards,silver-creek-orchards,Farms & Orchards,experience,Tyro,"Silver Creek Orchards, a seventh-generation family-owned farm in Tyro, VA, invites you to experience the joy of pick-your-own apples on the stunning mountain slopes. Join us on the second weekends of September and October to savor over 20 varieties, including Red Delicious and Granny Smith. Enjoy the fresh air and picturesque views while creating lasting memories!",,,https://ik.imagekit.io/OE/nelson-county/listings/silver-creek-orchards-image1_jTNIexbgs,"Crates filled with red apples in sunlight, stacked outdoors.",,,,,,(434) 277-5865,"3679 Pharsalia Road, Tyro, VA 22976",josh,,,https://www.google.com/maps/dir/?api=1&destination=3679%20Pharsalia%20Road%2C%20Tyro%2C%20VA%2022976,,,,,,,,,,,,,,Farm; Family Friendly; Scenic Views; Events,FALSE,https://www.google.com/maps/dir/?api=1&destination=3679%20Pharsalia%20Road%2C%20Tyro%2C%20VA%2022976
151,Silver Fox Lavender Farm,silver-fox-lavender-farm,Farms & Orchards,experience,Nellysford,"Silver Fox Lavender Farm is a serene retreat in Nellysford, VA, showcasing vibrant lavender fields that come alive every June during the annual Lavender Festival. Visitors can explore a variety of lavender products, along with handmade wooden furniture like farm tables and benches. The farm also hosts engaging workshops, yoga classes, and features a picturesque Post & Beam Barn perfect for micro weddings and events.",,,https://ik.imagekit.io/OE/nelson-county/listings/silver-fox-lavender-farm-image1_OhRtsVHYZ,Barn and field under cloudy sky with mountain in background.,,,,,,(540) 903-2750,"877 Glenthorne Loop, Nellysford, VA 22958",josh,,,https://www.google.com/maps/dir/?api=1&destination=877%20Glenthorne%20Loop%2C%20Nellysford%2C%20VA%2022958,,,,,,,,,,,,,,Events; Farm; Retail,FALSE,https://www.google.com/maps/dir/?api=1&destination=877%20Glenthorne%20Loop%2C%20Nellysford%2C%20VA%2022958
