id,name,slug,type,category,area,description,detailedDescription,customHtml,image1,image1Desc,image1FileId,image2,image2Desc,image2FileId,image3,image3Desc,image3FileId,website,phone,address,authorName,publishedDate,modifiedDate,directionsLink,videoLink,document1,document1Name,document2,document2Name,accordionPanel1Title,accordionPanel1Content,accordionPanel2Title,accordionPanel2Content,accordionPanel3Title,accordionPanel3Content,accordionPanel4Title,accordionPanel4Content,amenities,featured,googleMapsUrl
166,Blue Ridge Fruit Loop,blue-ridge-fruit-loop,Activities,outdoor,Tyro,"Explore the Blue Ridge Fruit Loop, featuring 11 orchards and farms in Nelson and Amherst counties. From May to December, pick your own fruit while enjoying stunning views of the Blue Ridge Mountains. Visit highlights such as Inglewood Farm, Deer Creek Farm, and Montebello Fish Hatchery. Savor fine wines at Veritas Vineyards & Winery or Mountain and Vine Winery, and enjoy a craft brew from Blue Mountain Brewery. Don’t forget to stop by Basic Necessities for local treats. Experience a memorable day of exploration and flavor!",,,https://ik.imagekit.io/OE/nelson-county/listings/blue-ridge-fruit-loop-image1_xveXoCybQ,"Clusters of ripe blackberries on bush, hand reaching in sunlight.",,,,,,,,,(434) 263-7015,"Blue Ridge Fruit Loop Trailhead, 56 Cabell Road, Tyro, VA 22976",josh,,,https://www.google.com/maps/dir/?api=1&destination=Blue%20Ridge%20Fruit%20Loop%20Trailhead%2C%2056%20Cabell%20Road%2C%20Tyro%2C%20VA%2022976,,,,,,,,,,,,,,Cider; Farm; Seasonal Menu; Scenic Views; Biking; Tastings,false,https://www.google.com/maps/dir/?api=1&destination=Blue%20Ridge%20Fruit%20Loop%20Trailhead%2C%2056%20Cabell%20Road%2C%20Tyro%2C%20VA%2022976
386,Glass Hollow Studio & Gallery,glasshollow,Art & Artisans,culture,Afton,"Nestled in the scenic Rockfish Valley, Glass Hollow Studio & Gallery invites you to explore the captivating world of glass art. Experience live glassblowing demonstrations and discover exquisite handcrafted pieces that showcase the beauty of this unique medium. Join us every Saturday in September for our popular 'Make Your Own Glass Pumpkin' workshops, where you can create a personal masterpiece to take home. Whether you're an art enthusiast or a curious beginner, there's something for everyone at our vibrant studio.",,,https://ik.imagekit.io/OE/nelson-county/listings/glass-hollow-studio-gallery-image1_P9hwkSskV,Blue glass orb being shaped in bright orange flame.,,https://ik.imagekit.io/OE/nelson-county/listings/glass-hollow-studio-gallery-image2_xTwMG5Mnc,Circular logo with blue mountains and glassblowing tool. Text around edges.,695d1d645c7cd75eb86268c4,,,695d1d7a5c7cd75eb862ddf4,https://glasshollow.com,(434) 270-6104,"9080 Rockfish Valley Highway, Afton, VA 22920",Brittany Niemeyer,,,https://www.google.com/maps/dir/?api=1&destination=9080%20Rockfish%20Valley%20Highway%2C%20Afton%2C%20VA%2022920,,,,,,,,,,,,,,Museum; Retail,true,https://www.google.com/maps/dir/?api=1&destination=9080%20Rockfish%20Valley%20Highway%2C%20Afton%2C%20VA%2022920
95,Blue Ridge Parkway Loops,blue-ridge-parkway-loops,Biking,outdoor,Nelson County,"Embark on an unforgettable cycling adventure along the stunning Blue Ridge Parkway, where you can choose between scenic 22- or 40-mile loops starting near Love, Virginia. As you pedal through this picturesque landscape, be captivated by breathtaking overlooks of the Shenandoah Valley and the thrill of Parkway climbs that challenge and reward with panoramic views. Don’t miss the chance to explore the Lower Shamokin Falls Trail, a hidden gem that offers a refreshing nature break. After your ride, unwind at the nearby Blue Mountain Brewery, where you can savor local brews and delicious fare. This cycling experience combines natural beauty, physical challenge, and a taste of local culture, making it a must-do for outdoor enthusiasts.",,,https://ik.imagekit.io/OE/nelson-county/listings/blue-ridge-parkway-loops-image1_ned_KWOT2,Sun setting over mountains with road and railing in foreground.,,,,,,,,,(434) 263-7015,"Milepost 16, Blue Ridge Parkway, Love, VA 22952",josh,,,https://www.google.com/maps/dir/?api=1&destination=Milepost%2016%2C%20Blue%20Ridge%20Parkway%2C%20Love%2C%20VA%2022952,,,,,,,,,,,,,,Biking; Hiking; Scenic Views,false,https://www.google.com/maps/dir/?api=1&destination=Milepost%2016%2C%20Blue%20Ridge%20Parkway%2C%20Love%2C%20VA%2022952
96,Oak Ridge Loop,oak-ridge-loop,Biking,outdoor,Nelson County,"The 29-mile Oak Ridge Loop offers a scenic cycling experience through Route 56 and Rockfish Valley backroads. Riders enjoy low-traffic farm lanes, historic estate views, and stretches along Route 29, featuring rolling hills before returning to the Oak Ridge parking area.",,,https://ik.imagekit.io/OE/nelson-county/listings/oak-ridge-loop-image1_C_eilCHEx,Stone cottage with green roof surrounded by trees and iron fence.,,https://ik.imagekit.io/OE/nelson-county/listings/oak-ridge-loop-image2__dpCyljnt,"Old wooden mill with waterwheel by pond, surrounded by lush green trees.",,,,,,(434) 263-7015,"1010 Oak Ridge Road, Arrington, VA 22922",josh,,,https://www.google.com/maps/dir/?api=1&destination=1010%20Oak%20Ridge%20Road%2C%20Arrington%2C%20VA%2022922,,,,,,Overview,<p>The Oak Ridge Loop is a forested hiking trail that follows wooded ridgelines and slopes. The loop format allows hikers to experience varied terrain without retracing their steps.</p>,Trail Experience,"<p>The loop is considered <strong>moderate in length</strong> and <strong>moderate in difficulty</strong>, with gradual climbs, uneven footing, and natural trail surfaces.</p>",Planning Notes,<p>Trail conditions may vary after storms or seasonal weather. Visitors should remain on the marked route to avoid erosion and confusion at intersections.</p>,,,Biking; Retail; Farm; Fishing,false,https://www.google.com/maps/dir/?api=1&destination=1010%20Oak%20Ridge%20Road%2C%20Arrington%2C%20VA%2022922
97,Woodson's Mill Loop,woodsons-mill-loop,Biking,outdoor,Nelson County,"Embark on a scenic 24-mile biking adventure along the Woodson's Mill Loop, where history and nature intertwine. Starting at the charming historic gristmill in Lowesville, this route takes you through the picturesque countryside surrounding Massies Mill and along Route 680. Cyclists will be treated to stunning views of rolling hills, lush landscapes, and the tranquil sounds of the nearby Lower Shamokin Falls. After your ride, consider stopping by the Blue Mountain Brewery for a refreshing local brew, making this outing not just a ride, but a delightful experience that showcases the beauty and charm of the region.",,,https://ik.imagekit.io/OE/nelson-county/listings/woodson-s-mill-loop-image1_yiXWRoa0o,"Old wooden watermill surrounded by lush greenery, near a tranquil pond.",,,,,,,,,(434) 263-7015,"3211 Lowesville Road, Roseland, VA 22967",josh,,,https://www.google.com/maps/dir/?api=1&destination=3211%20Lowesville%20Road%2C%20Roseland%2C%20VA%2022967,,,,,,,,,,,,,,Biking; Scenic Views; Farm; Water Sports,false,https://www.google.com/maps/dir/?api=1&destination=3211%20Lowesville%20Road%2C%20Roseland%2C%20VA%2022967
98,Walton's Mountain Museum Loop,waltons-mountain-museum-loop,Biking,outdoor,Nelson County,"Embark on a scenic 31-mile biking adventure along the Walton's Mountain Museum Loop, where the charm of Schuyler's countryside unfolds before you. This picturesque route takes you past the serene James River and the lush Esmont farms, offering cyclists a chance to immerse themselves in the tranquil beauty of quiet ridge lines. As you pedal, be sure to soak in the natural splendor and, if time allows, consider stopping by the nearby Blue Mountain Brewery for a refreshing break. Whether you're a seasoned cyclist or a leisurely explorer, this loop promises a delightful blend of history, nature, and local culture.",,,https://ik.imagekit.io/OE/nelson-county/listings/walton-s-mountain-museum-loop-image1_anr51axUp,"Red brick building with American flag, labeled Schuyler Elementary School.",,,,,,,,,(434) 263-7015,"6484 Rockfish River Road, Schuyler, VA 22969",josh,,,https://www.google.com/maps/dir/?api=1&destination=6484%20Rockfish%20River%20Road%2C%20Schuyler%2C%20VA%2022969,,,,,,Overview,<p>The Walton’s Mountain Museum Loop is a short walking route that connects outdoor paths with the historic Walton’s Mountain Museum. It provides an easy way to combine light outdoor activity with a visit to the museum.</p>,Trail Experience,"<p>The loop is short and considered <strong>easy</strong>, with gentle terrain suitable for most visitors. The path passes through open areas and light woodland near the museum grounds.</p>",Planning Notes,<p>This loop works well as a casual walk before or after visiting the museum and does not require special preparation.</p>,,,Biking; Hiking; Scenic Views; Museum; Farm; Water Sports,false,https://www.google.com/maps/dir/?api=1&destination=6484%20Rockfish%20River%20Road%2C%20Schuyler%2C%20VA%2022969
99,Virginia Blue Ridge Railway Trail,virginia-blue-ridge-railway-trail,Biking,outdoor,Piney River,"Explore the scenic 7-mile Virginia Blue Ridge Railway Trail, a crushed-stone path that winds gracefully alongside the Piney and Tye rivers. With dual trailheads, this versatile route is ideal for biking, walking, and horseback riding, catering to all outdoor enthusiasts. As you journey through the trail, delight in seasonal wildflower displays that enhance the serene landscape, providing a perfect backdrop for both leisurely rides and invigorating outings. Experience the beauty of nature and enjoy an unforgettable adventure in this stunning setting.",,,https://ik.imagekit.io/OE/nelson-county/listings/virginia-blue-ridge-railway-trail-image1_gb6HkVrGb,Trailhead sign and small building surrounded by trees under clear blue sky.,,,,,,,,,(434) 263-7130,"3124 Patrick Henry Highway, Piney River, VA 22964",josh,,,https://www.google.com/maps/dir/?api=1&destination=3124%20Patrick%20Henry%20Highway%2C%20Piney%20River%2C%20VA%2022964,,,,,,,,,,,,,,Biking; Equestrian; Scenic Views; Hiking; Water Sports,false,https://www.google.com/maps/dir/?api=1&destination=3124%20Patrick%20Henry%20Highway%2C%20Piney%20River%2C%20VA%2022964
100,Nelson Scenic Loop,nelson-scenic-loop,Biking,outdoor,Tyro,"Discover the breathtaking 50-mile Nelson Scenic Loop, a perfect biking adventure that weaves through Routes 151 and 664, alongside the iconic Blue Ridge Parkway. Experience stunning mountain vistas, charming orchards, and delightful craft beverage stops as you traverse this scenic route. Enjoy picturesque waterfalls and sweeping views from the Piedmont foothills to the ridge-top summits, making every turn a new adventure. Embrace the beauty of nature and the thrill of exploration on this unforgettable journey.",,,https://ik.imagekit.io/OE/nelson-county/listings/nelson-scenic-loop-image1_RICn_P7cl8,Black butterfly on pale purple flowers with green leaves.,,,,,,,,,(434) 263-7015,"Route 151 & Route 664 Junction, Nellysford, VA 22958",josh,,,https://www.google.com/maps/dir/?api=1&destination=Route%20151%20%26%20Route%20664%20Junction%2C%20Nellysford%2C%20VA%2022958,,,,,,Overview,"<p>The Nelson Scenic Loop is a self-guided driving route that showcases the landscapes, rural communities, and mountain views of Nelson County.</p><p>The loop is designed for leisurely exploration rather than point-to-point travel.</p>",Driving Experience,"<p>The full route spans <strong>several dozen miles</strong> and travels through valleys, along ridgelines, and near rivers.</p><p>Road conditions range from gentle rural roads to winding mountain sections.</p>",Planning Your Drive,"<p>The scenic loop can be driven in sections or completed in one outing. Drivers should allow time for pull-offs, stops, and nearby points of interest.</p><p>Caution is advised on narrow or curving roads.</p>",,,Biking; Educational; Scenic Views; Farm; Water Sports,false,https://www.google.com/maps/dir/?api=1&destination=Route%20151%20%26%20Route%20664%20Junction%2C%20Nellysford%2C%20VA%2022958
101,Tye River,tye-river,Canoeing,outdoor,Tyro,"Nestled in the heart of the Blue Ridge Mountains, the Tye River stretches 34 miles and offers an exhilarating escape for experienced canoeists. With Class I–II+ whitewater, paddlers can expect an engaging adventure amidst stunning mountain views and vibrant seasonal scenery. Ideal for those seeking both thrill and tranquility, the river features seasonal paddling windows that enhance the experience. Don't miss the scenic Lower Shamokin Falls Trail nearby, and consider stopping by Blue Mountain Brewery afterward for a refreshing reward. Embrace the beauty and excitement of the Tye River for an unforgettable outdoor experience!",,,https://ik.imagekit.io/OE/nelson-county/listings/tye-river-image1_obd32khA6,Bridge over river surrounded by lush forest and distant hills.,,,,,,,,https://nelsoncounty.com/explore/tye-river/,(434) 263-7015,Tye River Main Access 2724 Patrick Henry Highway Piney River VA 22964,josh,,,https://www.google.com/maps/search/?api=1&query=Tye%20River%20Main%20Access%202724%20Patrick%20Henry%20Highway%20Piney%20River%20VA%2022964,,,,,,,,,,,,,,Water Sports,false,https://www.google.com/maps/search/?api=1&query=Tye%20River%20Main%20Access%202724%20Patrick%20Henry%20Highway%20Piney%20River%20VA%2022964
102,James River,james-river,Canoeing,outdoor,Wingina,"The James River, forming the southeastern border of Nelson County, is a haven for outdoor enthusiasts, offering a rich tapestry of experiences along Virginia's most storied waterway. Visitors can enjoy numerous canoe and kayak launches, as well as johnboat access, making it a prime spot for both serene paddles and exhilarating float trips. The river is teeming with diverse fish species, including smallmouth and largemouth bass, catfish, and sunfish, providing ample opportunities for anglers. Explore the scenic beauty of the 64-mile Upper James River Water Trail, where lush landscapes and captivating wildlife await. After a day on the water, unwind at nearby attractions like the Lower Shamokin Falls Trail or the local favorite, Blue Mountain Brewery, for a refreshing drink and a taste of the area's charm.",,,https://ik.imagekit.io/OE/nelson-county/listings/james-river-image1_FejU6BN18,Serene river surrounded by lush green trees and distant mountains under clear sky.,,,,,,,,https://nelsoncounty.com/explore/james-river/,(434) 933-4355,947 James River Road Wingina VA 24599,josh,,,https://www.google.com/maps/search/?api=1&query=947%20James%20River%20Road%20Wingina%20VA%2024599,,,,,,Overview,"<p>The James River is one of Virginia’s most significant waterways and offers a wide range of recreational opportunities in Nelson County, including paddling, fishing, and scenic river access.</p>",Paddling Experience,"<p>River conditions vary by section and season. Some stretches are suitable for <strong>easy, flatwater paddling</strong>, while others include moving water that requires experience and careful planning.</p>",Fishing Information,<p>The James River supports a variety of freshwater species and attracts anglers throughout the year. Access points range from easily reached riverbanks to more remote locations.</p>,Planning & Safety,<p>Visitors should check water levels and weather conditions before heading out and follow all safety guidance. Life jackets and appropriate gear are strongly recommended.</p>,Biking; Hiking; Water Sports; Fishing,false,https://www.google.com/maps/search/?api=1&query=947%20James%20River%20Road%20Wingina%20VA%2024599
103,Rockfish River,rockfish-river,Canoeing,outdoor,Afton,"Nestled in the heart of Nelson County, the Rockfish River offers a delightful paddling experience as it meanders southeast toward the James River. Paddlers can enjoy the gentle Class I–II waters, perfect for both beginners and seasoned adventurers. The scenic routes, framed by lush landscapes, feature thrilling Class I riffles and seasonal floats that come alive with winter flows. Take out at Route 6 or explore the peaceful stretches between Routes 600 and 6, where you can pause to soak in the serene beauty. After your adventure, unwind at the nearby Blue Mountain Brewery for a refreshing drink, making your visit to Rockfish River a memorable combination of nature and relaxation.",,,https://ik.imagekit.io/OE/nelson-county/listings/rockfish-river-image1_d1GnubdLD,Person kayaking with a dog in green kayak on a river.,,,,,,,,https://nelsoncounty.com/explore/rockfish-river/,(434) 263-7015,Rockfish River Access 5156 Rockfish Valley Highway Afton VA 22920,josh,,,https://www.google.com/maps/search/?api=1&query=Rockfish%20River%20Access%205156%20Rockfish%20Valley%20Highway%20Afton%20VA%2022920,,,,,,Overview,"<p>The Rockfish River is a smaller tributary of the James River that flows through Nelson County and provides opportunities for fishing, paddling, and quiet river exploration.</p>",River Experience,<p>The river includes calmer stretches suitable for casual recreation as well as sections where conditions change with rainfall. Water levels can fluctuate quickly.</p>,Fishing Information,<p>Anglers visit the Rockfish River for its scenic setting and seasonal fishing opportunities. Access points vary in ease and visibility.</p>,Planning Notes,<p>Visitors should be mindful of changing water conditions and respect private property along the river corridor.</p>,Water Sports; Fishing,false,https://www.google.com/maps/search/?api=1&query=Rockfish%20River%20Access%205156%20Rockfish%20Valley%20Highway%20Afton%20VA%2022920
104,Lake Nelson,lake-nelson,Canoeing,outdoor,Arrington,"Nestled just outside Arrington, Lake Nelson is a serene 40-acre DGIF reservoir ideal for outdoor enthusiasts seeking a peaceful escape. Accessible year-round, the lake features a well-maintained concrete boat ramp, perfect for launching your electric-motor boat to explore its tranquil waters. Anglers can enjoy bank fishing or set out on their boats to catch a variety of species, including largemouth bass, crappie, channel catfish, and sunfish. Seasonal restrooms add to the convenience, making it an excellent spot for a full day of fishing or picnicking. After your adventure, consider exploring the nearby Lower Shamokin Falls Trail or stopping by the Blue Mountain Brewery for a refreshing local brew. Lake Nelson offers not just fishing, but a chance to immerse yourself in the natural beauty of Virginia's landscape.",,,https://ik.imagekit.io/OE/nelson-county/listings/lake-nelson-image1_ntx7GII0I,"Calm lake reflecting cloudy sky, surrounded by dense forest, distant mountains visible.",,,,,,,,https://nelsoncounty.com/explore/lake-nelson/,(434) 263-7015,801 Lake Nelson LaneArrington VA 22922,josh,,,https://www.google.com/maps/search/?api=1&query=801%20Lake%20Nelson%20LaneArrington%20VA%2022922,,,,,,,,,,,,,,Water Sports; Fishing,false,https://www.google.com/maps/search/?api=1&query=801%20Lake%20Nelson%20LaneArrington%20VA%2022922
40,Dickie Brothers Orchard,dickie-brothers-orchard,Farms & Orchards,experience,Roseland,"Nestled in the heart of Virginia’s lush countryside, Dickie Brothers Orchard stands proud as one of the state’s Century Farms, inviting visitors to experience the joy of pick-your-own adventures. From June through November, guests can wander the picturesque fields, hand-picking juicy raspberries, apples, and vibrant pumpkins, all while enjoying the fresh air and stunning views. The orchard also offers freshly pressed cider and a variety of farm-made goods, perfect for taking home a taste of the season. After your harvest, explore nearby dining options like Smokin’ Barrel Restaurant or Blue Mountain Brewery to complete your farm-to-table experience. Discover the charm of this historic orchard and create wonderful memories with family and friends!",,,https://ik.imagekit.io/OE/nelson-county/listings/dickie-brothers-orchard-image1_mgGfsUOkW,"Child in dress standing by Dickie Bros Orchard sign, rustic background.",,https://ik.imagekit.io/OE/nelson-county/listings/dickie-brothers-orchard-image2_CzMZz9sVs,Pumpkins and colorful flowers displayed outside rustic wooden building with American flag.,,,,,https://dickiebrothers.com/,(434) 277-5516,"2685 Dickie Road, Roseland, VA 22967",josh,,,https://www.google.com/maps/dir/?api=1&destination=2685%20Dickie%20Road%2C%20Roseland%2C%20VA%2022967,,,,,,,,,,,,,,Farm; Cider; Local Ingredients; Tastings,false,https://www.google.com/maps/dir/?api=1&destination=2685%20Dickie%20Road%2C%20Roseland%2C%20VA%2022967
41,Drumheller's Orchard,drumhellers-orchard,Farms & Orchards,experience,Lovingston,"Discover the charm of Drumheller's Orchard, a family-owned gem in the heart of Virginia, where you can indulge in a selection of classic apple varieties and artisanal house-made cider. Embrace the spirit of fall during our vibrant festivals, featuring hayrides, freshly baked treats, and a welcoming environment for both pets and families. With scenic grounds perfect for leisurely afternoons and the joy of apple picking, this destination offers a delightful getaway for visitors of all ages.",,,https://ik.imagekit.io/OE/nelson-county/listings/drumheller-s-orchard-image1_lGFwTv4Vd,Pink and white blossoms on a branch against a clear blue sky.,,,,,,,,https://www.drumhellersorchard.com/,(434) 263-5036,"1130 Drumheller Orchard Lane, Lovingston, VA 22949",josh,,,https://www.google.com/maps/dir/?api=1&destination=1130%20Drumheller%20Orchard%20Lane%2C%20Lovingston%2C%20VA%2022949,,,,,,,,,,,,,,Bakery; Cider; Farm; Pet Friendly; Local Ingredients; Tastings,false,https://www.google.com/maps/dir/?api=1&destination=1130%20Drumheller%20Orchard%20Lane%2C%20Lovingston%2C%20VA%2022949
42,Saunders Brothers Farm Market,saunders-brothers-farm-market,Farms & Orchards,experience,Piney River,"Discover the charm of Saunders Brothers Farm Market, where you can savor the freshest homegrown peaches and apples, along with a delightful selection of nursery stock. Our inviting country shop offers an array of locally sourced meats, delicious baked goods, and our famous peach ice cream, making it a perfect stop for families and food lovers alike. Join us on weekends for special events that celebrate our agricultural heritage and community spirit. Experience the warmth of farm-fresh flavors and the joy of a true country market!",,,https://ik.imagekit.io/OE/nelson-county/listings/saunders-brothers-farm-market-image1_f1AEM7MxN,American flag waves outside rustic store with produce sign and wooden facade.,,,,,,,,https://www.saundersbrothers.com/,(434) 277-5455,"2717 Tye Brook Highway, Piney River, VA 22964",josh,,,https://www.google.com/maps/dir/?api=1&destination=2717%20Tye%20Brook%20Highway%2C%20Piney%20River%2C%20VA%2022964,,,,,,,,,,,,,,Farm; Market; Desserts; Bakery; Local Ingredients; Family Friendly; Museum; Water Sports,false,https://www.google.com/maps/dir/?api=1&destination=2717%20Tye%20Brook%20Highway%2C%20Piney%20River%2C%20VA%2022964
133,Big Arms Farm,big-arms-farm,Farms & Orchards,community,Lovingston,"Nestled in the heart of Virginia's picturesque landscape, Big Arms Farm is a vibrant market farm dedicated to educating visitors about sustainable agriculture and the joys of fresh, local produce. Known for its stunning cut flowers, heirloom vegetables, and premium grass-fed beef, the farm not only enriches the local economy but also supports global initiatives aimed at rebuilding war-torn communities. At the Nelson Farmers Market, guests can explore a delightful array of bouquets and specialty goods, making each visit a celebration of connection, community, and culinary adventure. Come discover the beauty and bounty of Big Arms Farm, where every purchase makes a difference!",,,https://ik.imagekit.io/OE/nelson-county/listings/big-arms-farm-image1_i2J6RcEih,Smiling couple under canopy surrounded by colorful flowers.,,,,,,,,,(434) 263-7015,"Nelson Farmers Market Cooperative, 868 Front Street, Lovingston, VA 22949",josh,,,https://www.google.com/maps/dir/?api=1&destination=Nelson%20Farmers%20Market%20Cooperative%2C%20868%20Front%20Street%2C%20Lovingston%2C%20VA%2022949,,,,,,,,,,,,,,Market; Farm; Local Ingredients,false,https://www.google.com/maps/dir/?api=1&destination=Nelson%20Farmers%20Market%20Cooperative%2C%20868%20Front%20Street%2C%20Lovingston%2C%20VA%2022949
134,Caldwell Farms,caldwell-farms,Farms & Orchards,experience,Lovingston,"Discover Caldwell Farms, a charming U-pick flower farm nestled in Stagebridge, where nature's beauty unfolds in curated seasonal blooms. By appointment only, our farm offers a unique experience with private design sessions, allowing you to create stunning floral arrangements while enjoying the serene countryside. Join us to celebrate the art of floral design and take home a piece of nature’s splendor.",,,https://ik.imagekit.io/OE/nelson-county/listings/caldwell-farms-image1_FWxJVDAqM,Colorful bouquet of flowers with green fields in the background.,,,,,,,,,(770) 401-0390,"394 Stagebridge Road, Lovingston, VA 24590",josh,,,https://www.google.com/maps/dir/?api=1&destination=394%20Stagebridge%20Road%2C%20Lovingston%2C%20VA%2024590,,,,,,,,,,,,,,Seasonal Menu; Retail; Farm; Local Ingredients,false,https://www.google.com/maps/dir/?api=1&destination=394%20Stagebridge%20Road%2C%20Lovingston%2C%20VA%2024590
135,Davis Creek Farm,davis-creek-farm,Farms & Orchards,experience,Lovingston,"Davis Creek Farm is a holistic, family-run operation situated on 60 acres in a pristine hollow of Virginia's Blue Ridge Mountains. The farm raises heritage livestock and offers farm stays, workshops, and by-appointment experiences.",,,https://ik.imagekit.io/OE/nelson-county/listings/davis-creek-farm-image1_lUORCOvoM,"Horses grazing in a lush, green pasture with a forest background.",,,,,,,,,(434) 249-4333,"4670 Davis Creek Lane, Lovingston, VA 22949",josh,,,https://www.google.com/maps/dir/?api=1&destination=4670%20Davis%20Creek%20Lane%2C%20Lovingston%2C%20VA%2022949,,,,,,,,,,,,,,Farm; Local Ingredients,false,https://www.google.com/maps/dir/?api=1&destination=4670%20Davis%20Creek%20Lane%2C%20Lovingston%2C%20VA%2022949
136,Deer Creek Farm,deer-creek-farm,Farms & Orchards,experience,Roseland,"Nestled in the serene countryside of Lowesville, Deer Creek Farm is a charming family-run cattle and lamb farm dedicated to providing high-quality, custom meat shares. Visitors can choose from whole, half, or quarter selections of premium beef and lamb, perfect for family gatherings or special occasions. The farm's picturesque surroundings offer a glimpse into traditional farming life, making it a delightful stop on your journey through the beautiful Montebello area. Enjoy nearby attractions like the Montebello Fish Hatchery, Veritas Vineyards & Winery, and Blue Mountain Brewery, creating a perfect day of exploration and tasting in Virginia's stunning landscape.",,,https://ik.imagekit.io/OE/nelson-county/listings/deer-creek-farm-image1_qTXfWgAfq,Grilled steak sizzling on open flame with rosemary garnish.,,,,,,,,,(434) 277-9104,"3764 Lowesville Road, Lowesville, VA 22967",josh,,,https://www.google.com/maps/dir/?api=1&destination=3764%20Lowesville%20Road%2C%20Lowesville%2C%20VA%2022967,,,,,,,,,,,,,,Order Pickup; Farm; Local Ingredients,false,https://www.google.com/maps/dir/?api=1&destination=3764%20Lowesville%20Road%2C%20Lowesville%2C%20VA%2022967
137,Edible Landscaping,edible-landscaping,Farms & Orchards,experience,Afton,"Nestled in the picturesque foothills of the Blue Ridge Mountains, Edible Landscaping offers a unique opportunity to immerse yourself in the world of sustainable gardening. Here, you’ll find a diverse selection of edible plants, including fruit trees, vibrant berries, climbing vines, and aromatic herbs—all cultivated without herbicides. Visitors can explore the nursery, learn about the art of edible landscaping, and discover how to bring these delicious, homegrown treasures to their own gardens. Beyond the nursery, enjoy the scenic beauty of nearby attractions like Deer Creek Farm and Veritas Vineyards, making it a perfect stop on a day of exploration in this stunning region. Whether you’re a gardening enthusiast or simply curious about sustainable practices, Edible Landscaping promises a delightful and informative experience.",,,https://ik.imagekit.io/OE/nelson-county/listings/edible-landscaping-image1_nVFTmhRf7,Hand picking ripe blackberries from bush with green leaves.,,,,,,,,,(434) 361-9134,"361 Spirit Ridge Lane, Afton, VA 22920",josh,,,https://www.google.com/maps/dir/?api=1&destination=361%20Spirit%20Ridge%20Lane%2C%20Afton%2C%20VA%2022920,,,,,,,,,,,,,,Organic; Order Pickup; Farm; Local Ingredients,false,https://www.google.com/maps/dir/?api=1&destination=361%20Spirit%20Ridge%20Lane%2C%20Afton%2C%20VA%2022920
138,Fitzgerald Farms,fitzgerald-farms,Farms & Orchards,experience,Arrington,"Fitzgerald Farms roadside stand offering summer sweet corn, fall pumpkin picking, and wholesale produce from the Rockfish Valley. Pick-Your-Own Pumpkins during the fall season and sweet corn during the summer.",,,https://ik.imagekit.io/OE/nelson-county/listings/fitzgerald-farms-image1_XtoAg2MWJ,"Child sitting among numerous bright orange pumpkins, wearing pink overalls.",,,,,,,,,(434) 277-8047,"4850 Tye Brook Highway, Arrington, VA 22922",josh,,,https://www.google.com/maps/dir/?api=1&destination=4850%20Tye%20Brook%20Highway%2C%20Arrington%2C%20VA%2022922,,,,,,,,,,,,,,Farm; Desserts; Fishing,false,https://www.google.com/maps/dir/?api=1&destination=4850%20Tye%20Brook%20Highway%2C%20Arrington%2C%20VA%2022922
139,Fitzgerald's Orchard,fitzgeralds-orchard,Farms & Orchards,experience,Tyro,"Discover Fitzgerald's Orchard, a charming family-run farm nestled near Tyro, Virginia. Each harvest season, we proudly offer a delightful selection of classic Virginia apples, including Fuji, Rome, and Pink Lady, all handpicked for quality and flavor. Join us for a memorable experience as you explore our orchard and enjoy the beauty of the countryside, perfect for family outings and apple picking adventures.",,,https://ik.imagekit.io/OE/nelson-county/listings/fitzgerald-s-orchard-image1_NO_6fucxa,Red and yellow apples on leafy tree branch under blue sky.,,,,,,,,,(434) 277-5798,"728 Harpers Creek Lane, Tyro, VA 22976",josh,,,https://www.google.com/maps/dir/?api=1&destination=728%20Harpers%20Creek%20Lane%2C%20Tyro%2C%20VA%2022976,,,,,,,,,,,,,,Seasonal Menu; Farm; Scenic Views; Local Ingredients,false,https://www.google.com/maps/dir/?api=1&destination=728%20Harpers%20Creek%20Lane%2C%20Tyro%2C%20VA%2022976
141,Hungry Hill Farm,hungry-hill-farm,Farms & Orchards,experience,Shipman,"Nestled in the heart of Virginia’s picturesque landscape, Hungry Hill Farm invites you to explore the enchanting world of beekeeping and sustainable farming. Open year-round, our farm offers a delightful range of experiences, including guided tours by appointment that reveal the fascinating life of bees. Discover our selection of raw honey and bee supplies, and join us for engaging mushroom workshops that connect you with nature. As you wander through our scenic property, take in the beauty of the surrounding area, which is dotted with local gems like Veritas Vineyards and Blue Mountain Brewery. Whether you’re a nature enthusiast or simply looking for a unique outing, Hungry Hill Farm is a sweet escape you won’t want to miss!",,,https://ik.imagekit.io/OE/nelson-county/listings/hungry-hill-farm-image1_N-4ZiI8f5,"Bee sipping liquid from glass rim, close-up, detailed, blurred background.",,,,,,,,,(434) 263-5336,"89 Williamstown Road, Shipman, VA 22971",josh,,,https://www.google.com/maps/dir/?api=1&destination=89%20Williamstown%20Road%2C%20Shipman%2C%20VA%2022971,,,,,,,,,,,,,,Farm; Retail,false,https://www.google.com/maps/dir/?api=1&destination=89%20Williamstown%20Road%2C%20Shipman%2C%20VA%2022971
