name,slug,type,category,area,description,detailedDescription,customHtml,image1,image1Desc,image1FileId,image2,image2Desc,image2FileId,image3,image3Desc,image3FileId,website,phone,address,authorName,publishedDate,modifiedDate,directionsLink,videoLink,document1,document1Name,document2,document2Name,accordionPanel1Title,accordionPanel1Content,accordionPanel2Title,accordionPanel2Content,accordionPanel3Title,accordionPanel3Content,accordionPanel4Title,accordionPanel4Content,amenities,featured,googleMapsUrl,private,videoUrl,author,latitude,longitude,accordion1Title,accordion1Content,accordion2Title,accordion2Content,accordion3Title,accordion3Content,accordion4Title,accordion4Content,accordion5Title,accordion5Content
Appalachian Horse Adventures,appalachian-horse-adventures,Horseback Riding,experience,Montebello,Appalachian Horse Adventures in Montebello guides Blue Ridge trail rides and river crossings for ages six and up.,"<p>Located in Montebello, Appalachian Horse Adventures offers a riding experience for everyone – from children as young as 6, who have dreamed of being on horseback, to experienced trail riders looking to explore the scenic Blue Ridge Mountains and ford the Tye River. 396 Fork Mountain Ln Montebello, VA, 24464 <br><br><strong>Phone:</strong><a href='tel:5404879235'>540-487-9235</a></p>",,https://ik.imagekit.io/OE/nelson-county/listings/appalachian-horse-adventures-image1_B6_FpaVfT,Three people horseback riding near a rustic cabin in the forest.,,,,,,,,https://www.appalachianhorseadventures.org/,540-487-9235,"396 Fork Mountain Ln Montebello, VA, 24464",,2024-06-12,2024-06-17,,,,,,,,,,,,,,,"Adventure, Tours",FALSE,https://www.google.com/maps/search/?api=1&query=396+Fork+Mountain+Ln+Montebello%2C+VA%2C+24464,False,,,37.8552991,-79.1249757,,,,,,,,,,
Rebel's Run at Afton Mountain,rebels-run-at-afton-mountain,Horseback Riding,experience,Afton,"Rebel's Run at Afton Mountain offers vineyard and mountain horseback rides plus English and Western lessons and kids' camps. Offering trail rides, English and Western lessons and summer camps.","<p>Offering trail rides, English and Western lessons and summer camps. Mountain rides, vineyard rides for a few hours or all day let you see a side of Nelson County only seen on a trail ride. <br><br><strong>Phone:</strong><a href='tel:7036235243'>703-623-5243</a></p>",,https://ik.imagekit.io/OE/nelson-county/listings/rebel-s-run-at-afton-mountain-image1_A6RPb2V4_,"Two people horseback riding on forest trail, wearing helmets, smiling back.",,,,,,,,https://www.rebelsrunaftonmountain.com/,703-623-5243,,,2024-06-12,2024-06-17,,,,,,,,,,,,,,,"Adventure, Classes, Wine",FALSE,,False,,,,,,,,,,,,,,
Oakland Museum,oakland-museum,Museums & Heritage,culture,Arrington,"Oakland Museum inside the historic 1800s tavern interprets rural electrification, Hurricane Camille, and Nelson County history. Oakland's exhibits were created to promote greater understanding of the county's history and of the connections between the county's history and that of the state of Virginia and the nation.","<p>The Oakland Museum is in a historic tavern with exhibits on Rural Electrification in Nelson County in the 1930s and Hurricane Camille and its devastation on Nelson County in 1969. Oakland’s exhibits were created to promote greater understanding of the county’s history and of the connections between the county’s history and that of the state of Virginia and the nation. The property is listed on the National Register of Historic Places and the Virginia Landmarks Register. Open Wednesdays 1-4PM and Saturdays 10AM to 4 PM. 5365 Thomas Nelson Highway Arrington, VA 22922 <br><br><strong>Phone:</strong><a href='tel:4342638400'>434-263-8400</a></p>",,https://ik.imagekit.io/OE/nelson-county/listings/oakland-museum-image1_yQz44DJPF,Red brick house with green roof and white stairs in sunlight.,,,,,,,,https://nelsonhistorical.org,434-263-8400,"4 PM. 5365 Thomas Nelson Highway Arrington, VA 22922",,2024-06-12,2024-06-12,,,,,,,,,,,,,,,Museum,FALSE,https://www.google.com/maps/search/?api=1&query=4+PM.+5365+Thomas+Nelson+Highway+Arrington%2C+VA+22922,False,,,37.7155691,-78.91218219999999,,,,,,,,,,
Oak Ridge Estate,oak-ridge-estate,Activities,culture,Arrington,"The mansion on this 5,000-acre plantation estate was first built in 1802 and acquired at the turn of the 20th century by Thomas Fortune Ryan, a Nelson County native who had become one of the 10 wealthiest men in the nation. He made impressive alterations to the building and grounds-adding a formal Italian garden, rotunda greenhouse and railroad station, among other features.","<p><em>Photo credit: Eric Kelley</em> The mansion on this 5,000-acre plantation estate was first built in 1802 and acquired at the turn of the 20th century by Thomas Fortune Ryan, a Nelson County native who had become one of the 10 wealthiest men in the nation. He made impressive alterations to the building and grounds-adding a formal Italian garden, rotunda greenhouse and railroad station, among other features. In addition to the impressive house and grounds, Oak Ridge Estate is also available for weddings, meetings, corporate functions and private events. The total meeting spaces range from 700-8,000 sq. ft with maximum seating styles as follows: Classroom-775, Banquet-350, Reception-350 and Theater-775. Meeting spaces are handicapped accessible. For additional information or to make a reservation, please call <br><br><strong>Phone:</strong><a href='tel:4342638676'>434-263-8676</a>. Currently not open for group tours. 2300 Oak Ridge Road Arrington, VA 22922 <br><br><strong>Phone:</strong><a href='tel:4342638676'>434-263-8676</a></p>",,https://ik.imagekit.io/OE/nelson-county/listings/oak-ridge-estate-image1_AoSf5sg8m,"Large white mansion with columns, surrounded by green lawn and trimmed shrubs.",,,,,,,,https://www.oakridgeestate.com/,434-263-8676,"2300 Oak Ridge Road Arrington, VA 22922",,2024-06-12,2024-06-12,,,,,,,,,,,,,,,"Events, Museum, Tours",FALSE,https://www.google.com/maps/search/?api=1&query=2300+Oak+Ridge+Road+Arrington%2C+VA+22922,False,,,37.71246379999999,-78.87172559999999,,,,,,,,,,
Swannanoa,swannanoa,Activities,culture,Afton,"Swannanoa, the 1911 marble villa atop Afton Mountain, opens select weekends for public tours showcasing Italianate architecture and gardens.","<p>Swannanoa was built in 1911 by Major James H. Dooley atop the Blue Ridge at Afton Mountain. It is an Italianate marble villa with commanding views of the Shenandoah and Rockfish Valleys. Extensive terraced gardens with statues and marble walls surround the palace. It has been used as a retreat, a clubhouse, and a philosophy institute and is presently under restoration by the owner.</p><p>It is only open to the public on selected weekends during the spring, summer and fall. Schedule available at Nelson County Visitor Center: <br><br><strong>Phone:</strong><a href='tel:4342637015'>434-263-7015</a>. <br><br><strong>Address:</strong> 497 Swannanoa Lane, Afton, Virginia 22920<br><br><br><strong>Phone:</strong><a href='tel:5409425201'>540-942-5201</a></p>",,https://ik.imagekit.io/OE/nelson-county/listings/swannanoa-image1_RcVj2PVkX,Vintage black car parked outside a large white mansion.,,,,,,,,https://www.facebook.com/SwannanoaOfficialPage/,540-942-5201,"497 Swannanoa Lane Afton, Virginia 22920",,2024-06-12,2024-06-14,,,,,,,,,,,,,,,"Museum, Tours",FALSE,https://www.google.com/maps/search/?api=1&query=497+Swannanoa+Lane+Afton%2C+Virginia+22920,False,,,38.028095,-78.8688672,,,,,,,,,,
Woodson's Mill,woodsons-mill,Museums & Heritage,culture,Roseland,"1794 Woodson's Mill still grinds Virginia-grown grains with original water-powered stones, offering stone-milled flour and heritage tours.","<p>Woodson’s Mill has been owned and loved by a small handful of families since its construction in 1794, when Guiliford Campbell built the original four-story, 32 foot square building. The Fulchers improved it in the 1840’s, adding the two runs (mill stones), which are still in use today. Sixty-some years later, Dr. Julian B. Woodson expanded the mill into a thriving enterprise that included an icehouse, sawmill, and foundry while maintaining his duties as a medical doctor and State Senator. The rise of large industrial mills in the growing post-war America, along with Dr. Woodson’s death in 1963, brought a temporary end to the mill business. But, Huron T. Campbell, who owned the mill while it was not in operation, refused to sell any of the equipment or machinery in hope that someone would eventually be able to restore it. J. Gill Brockenbrough, Jr., who purchased Woodson’s Mill in the early 1980’s, did restore it and lived there until his death in 2001. All these people were passionate about Woodson’s Mill, and so are we. 3211 Lowesville Road Roseland, Virginia 22967 <u><br><br><strong>Phone:</strong><a href='tel:5404300532'>540-430-0532</a></u></p>",,https://ik.imagekit.io/OE/nelson-county/listings/woodson-s-mill-image1_ZE7ZqH35G,Wooden water mill with red wheel and surrounding greenery in sunlight.,,,,,,,,https://www.woodsonsmill.com/,540-430-0532,"3211 Lowesville Road Roseland, Virginia 22967",,2024-06-12,2025-07-03,,,,,,,,,,,,,,,"Museum, Tours",FALSE,https://www.google.com/maps/search/?api=1&query=3211+Lowesville+Road+Roseland%2C+Virginia+22967,False,,,37.7176069,-79.0614822,,,,,,,,,,
Brew Ridge Trail,brew-ridge-trail,Hikes & Trails,outdoor,Touring Trails,"The Brew Ridge Trail is a self-guided tour featuring six of the nation's best craft breweries. With everything from lagers to stouts, there's something for everyone along the trail.","<p>The Brew Ridge Trail is a self-guided tour featuring six of the nation’s best craft breweries. With everything from lagers to stouts, there’s something for everyone along the trail.</p><p>The six breweries along the Trail include Blue Mountain Brewery, Blue Mountain Barrel House, Devils Backbone Brewing Company, South Street Brewery, Starr Hill Brewery, and Wild Wolf Brewing Company. Four of the breweries are in Nelson County along scenic Route 151; Starr Hill is in nearby Crozet, and South Street Brewery is in Charlottesville.</p><p>The self-guided tour allows you to check out all of our breweries at your leisure. Each brewery offers Sample Tastings of their craft beers, allowing you to try out a variety of what they produce. Otherwise, draft beer and bottled beer are generally available, and growler fills can be purchased for selected brews.</p>",,https://ik.imagekit.io/OE/nelson-county/listings/brew-ridge-trail-image1_Ok2KK-HVc,"Circular logo with beer glasses, text: 'Brew Ridge Trail, Virginia's Original Beer Trail.'",,,,,,,,,,,,2024-06-12,2024-06-12,,,,,,,,,,,,,,,"Beer, Tastings, Tours",FALSE,,False,,,,,,,,,,,,,,
Nelson 151,nelson-151,Hikes & Trails,outdoor,Touring Trails,"This northern part of Nelson County is home to 5 wineries, 3 breweries, 1 cidery, cozy Bed & Breakfasts, friendly farmers, spectacular views, and so much more.","<p>Located at the base of the Blue Ridge, Route 151 is Main Street for the Rockfish Valley. This northern part of Nelson County is home to 5 wineries, 3 breweries, 1 cidery, cozy Bed &amp; Breakfasts, friendly farmers, spectacular views, and so much more.</p><p>Nelson151 ALONG THE TRAIL (north to south) you’ll find: Afton Mountain Vineyards, Veritas Vineyard &amp; Winery, Blue Mountain Brewery, Cardinal Point Vineyard &amp; Winery, Flying Fox Vineyard, Hill Top Berry Farm &amp; Winery, Wild Wolf Brewing Company, Bold Rock Hard Cider and Devils Backbone Brewing Company.</p>",,https://ik.imagekit.io/OE/nelson-county/listings/nelson-151-image1_pBBP3u1qZ,Mountain silhouette with text 'NELSON 151' on dark blue shield.,,,,,,,,https://www.nelson151.com/,,151 is Main Street for the Rockfish Valley,,2024-06-12,2024-06-12,,,,,,,,,,,,,,,"Beer, Cider, Farm, Wine",FALSE,https://www.google.com/maps/search/?api=1&query=151+is+Main+Street+for+the+Rockfish+Valley,False,,,37.9364321,-78.8408989,,,,,,,,,,
Nelson 29,nelson-29,Hikes & Trails,outdoor,Touring Trails,"29 connecting breweries, wineries, and distilleries between Arrington and Faber. Nelson 29 craft beverage route along U.S.","<p>Nelson has a new craft beverage trail! Nelson 29 is named after the Route 29 corridor that travels through the middle of the county. This route, conveniently located between Charlottesville and Lynchburg, is host to the 20 miles between Arrington’s Blue Mountain Barrel House and DelFosse Vineyards and Winery in Faber. Those traveling Nelson 29 will also experience Mountain Cove Vineyards, Lovingston Winery , Virginia Distillery Co, and Brent Manor Vineyards. For those venturing off of the 29 corridor, there is even more to see and do! Check out the website for information on specials &amp; events, or contact the Nelson County Visitors Center for more information.</p>",,https://ik.imagekit.io/OE/nelson-county/listings/nelson-29-image1_U00mTb8Bmc,Green shield with 'Nelson 29 Craft Beverage Trail' text and mountain silhouette.,,,,,,,,https://www.nelson29.com/,,,,2024-06-12,2024-06-12,,,,,,,,,,,,,,,"Events, Wine",FALSE,,False,,,,,,,,,,,,,,
Blue Ridge Fruit Loop,blue-ridge-fruit-loop,Activities,outdoor,Touring Trails,Blue Ridge Fruit Loop passport covering 11 orchards and farms across Nelson and Amherst counties for pick-your-own fruit May–December.,"<p>From May until December, taste &amp; tour the places that grow the freshest fruits and berries in Nelson and Amherst counties. Select from a wide variety of apples, Asian pears, blackberries, blueberries, cherries, nectarines, peaches, plums, strawberries, sweet cider, fruit jams, jellies, and more! From pre-picked (fruit) or pick-your-own (fruit or berries), find your favorites while enjoying spectacular views of the Blue Ridge Mountains. Visit all 11 farms: Blue Ridge Fruit Company, Critzer Family Farm, Dickie Brothers Orchard, Drumheller’s Orchard, Fitzgerald’s Orchard, Hill Top Berry Farm &amp; Winery, Morris Orchard, Saunders Brothers, Seamans’ Orchard, Silver Creek Orchards and Silver Creek &amp; Seamans’ Orchards.</p>",,https://ik.imagekit.io/OE/nelson-county/listings/blue-ridge-fruit-loop-image1_xveXoCybQ,"Clusters of ripe blackberries on bush, hand reaching in sunlight.",,,,,,,,,,,,2024-06-12,2024-06-12,,,,,,,,,,,,,,,"Cider, Farm, Wine, Tours",FALSE,,False,,,,,,,,,,,,,,
Virginia Spirits Trail,virginia-spirits-trail,Hikes & Trails,outdoor,Touring Trails,"Here in Virginia, we take great pride in putting our souls into every bottle of distilled spirits because we know that small batches take time, heart, and spirit. We believe in farm to bottle, continuously focusing on the small batches.","<p>Here in Virginia, we take great pride in putting our souls into every bottle of distilled spirits because we know that small batches take time, heart, and spirit. We believe in farm to bottle, continuously focusing on the small batches. Every bottle is unique; it is 750ml of one-of-a-kind liquid art, crafted from grains to glass, right here in the Commonwealth. As the birthplace of American distilled spirits, Virginia’s heritage has taught us to chase the undiscovered. We invite you to visit our distilleries, meet our spirits’ caretakers, the craftsmen and women who are eager to welcome you with warm hospitality, while sharing anecdotes behind every barrel of Virginia whiskey, behind each bottle of Virginia gin, behind every glass of Virginia brandy and more.</p>",,https://ik.imagekit.io/OE/nelson-county/listings/virginia-spirits-trail-image1_dZvNEofPr,White cursive text 'Virginia Spirits' on dark blue background.' (8 words),,,,,,,,https://www.virginiaspirits.org/,,,,2024-06-12,2024-06-12,,,,,,,,,,,,,,,"Farm, Spirits",FALSE,,False,,,,,,,,,,,,,,
Rockfish Valley Natural History Center,rockfish-valley-natural-history-center,Museums & Heritage,culture,Nellysford,Rockfish Valley Natural History Center showcases wildlife exhibits from the Virginia Museum of Natural History inside the old Wintergreen schoolhouse. The Rockfish Valley Foundation's Natural History Center features exhibits from the Virginia Museum of Natural History.,"<p>The Rockfish Valley Foundation’s Natural History Center features exhibits from the Virginia Museum of Natural History. Exhibits include an array of taxidermied native wildlife. Young visitors will have the chance to experience animal pelts, insects, rocks, and other artifacts. While always a place of community gathering, the NHC has had many diverse uses in it’s long history. This historic place still serves the community with programs and events every year. Stop by on the weekends from April to December to learn more today! 1368 Rockfish Valley Hwy Nellysford, VA 22958 <br><br><strong>Phone:</strong><a href='tel:4343610271'>434-361-0271</a></p>",,https://ik.imagekit.io/OE/nelson-county/listings/rockfish-valley-natural-history-center-image1_aIErl8JZ0,"White building with a porch and sign, surrounded by leafless trees and grass.",,,,,,,,https://www.rockfishvalley.org/rockfish-valley-natural-history-center/,434-361-0271,"1368 Rockfish Valley Hwy Nellysford, VA 22958",,2024-06-13,2024-06-13,,,,,,,,,,,,,,,"Events, Museum",FALSE,https://www.google.com/maps/search/?api=1&query=1368+Rockfish+Valley+Hwy+Nellysford%2C+VA+22958,False,,,37.8851968,-78.8989928,,,,,,,,,,
Indian Summer Guide Service,indian-summer-guide-service,Horseback Riding,experience,Keswick,Indian Summer Guide Service leads private vineyard horseback rides with post-ride tastings at Veritas and other Charlottesville-area wineries.,"<p>Offering private vineyard horseback rides led by one of our knowledgeable guides, who will ensure your safety as well as your enjoyment. After the ride, make your way to the tasting room to enjoy locally crafted wine and stock up on your favorites. Offering vineyard rides to Veritas Vineyards &amp; Winery, and others in the Charlottesville area. <br><br><strong>Phone:</strong><a href='tel:4345319679'>434-531-9679</a></p>",,https://ik.imagekit.io/OE/nelson-county/listings/indian-summer-guide-service-image1_vrYc4oP7k,Three riders on horses overlooking green valley with mountains in background.,,,,,,,,https://www.indiansummerguideservice.com/,434-531-9679,,,2024-06-17,2024-06-17,,,,,,,,,,,,,,,Wine,FALSE,,False,,,,,,,,,,,,,,
Nelson Scoops,nelsonscoops,Restaurants,taste,Lovingston,"As a family-founded establishment, we have a passion for creating delectable treats that bring joy to our local community. At Nelson Scoops, we offer much more than just your average ice cream parlor experience.","<p>At Nelson Scoops, we offer much more than just your average ice cream parlor experience. As a family-founded establishment, we have a passion for creating delectable treats that bring joy to our local community. Our novel flavors are sure to satisfy any sweet tooth, all while supporting local businesses and farmers. We pride ourselves in using only the freshest ingredients to create unique flavors that will delight your taste buds. 8203 Thomas Nelson Hwy Lovingston VA 22949 <br><br><strong>Phone:</strong><a href='tel:4342630003'>434-263-0003</a></p>",,https://ik.imagekit.io/OE/nelson-county/listings/nelson-scoops-image1_uomigoG-v,"Three ice cream cones on dark surface, different flavors, garnished with chocolate shavings.",,,,,,,,https://www.nelson-scoops.com/,434-263-0003,8203 Thomas Nelson Hwy Lovingston VA 22949,,2024-07-22,2025-09-20,,,,,,,,,,,,,,,Desserts,TRUE,https://www.google.com/maps/search/?api=1&query=8203+Thomas+Nelson+Hwy+Lovingston+VA+22949,False,,,37.7475786,-78.8825585,,,,,,,,,,
Mars Knob Farm,marsknob,Farms & Orchards,experience,Roseland,"Mars Knob Farm produces small-batch, chemical-free pantry goods and apothecary items from a historic Roseland homestead.","<p class='font_9 wixui-rich-text__text'><span class='color_36 wixui-rich-text__text'>My husband and I bought my family farmhouse in 2009. It was built in the 1800s and sits on 200+ acres in Roseland, VA. We decided that we wanted to take things back to the way they used to be. Natural, no chemicals and limited ingredients.</span></p> We embrace the beauty of small-scale production, so each item is unique and made in small batches right in our home, ensuring a personal touch in everything we create. <br><br><strong>Email:</strong> marsknobfarm@gmail.com<br><br><strong>Address:</strong> Roseland, VA 22967</p>",,https://ik.imagekit.io/OE/nelson-county/listings/mars-knob-farm-image1_-aoc7JgX_,"Floral emblem with text 'MARS KNOB FARM, NATURE & BEAUTY' on beige background.",,,,,,,,https://www.marsknobfarm.com/,,,,2024-10-10,2024-10-10,,,,,,,,,,,,,,,Farm,FALSE,,False,,,,,,,,,,,,,,
Crestvue Cottage,crestvue-cottage,Cabins & Cottages,stay,Wintergreen,"Crestvue Cottage is a renovated 340 sq ft farm guest house with hiking trails, stargazing deck, and full kitchenette minutes from Route 29 wineries. Wake up to rolling pasture views, wander the farm's private hiking loops, then end the night on a dedicated stargazing deck with a Route 29 vintage in hand.","<p>Take it easy at this unique and tranquil getaway on a working farm.</p><p>Originally the summer kitchen to the 1904 farmhouse, and surrounded by 111 acres of pasture and woods with almost 2 miles of hiking trails, this detached cottage has been completely renovated and is the perfect place to hang your hat while visiting all of the attractions Nelson County has to offer.</p><p>5 minutes from Oak Ridge Estate, less than 10 minutes from wineries and breweries and less than 30 minutes from Wintergreen. Crestvue Cottage is a detached guest house separated from the main house by a breezeway. The cottage is approx. 340 sq ft with the bedroom/bathroom on the 2nd floor. Private deck access from the 2nd floor bedroom.</p><p>The stargazing from the deck is amazing! The kitchen has a hot plate for cooking as well as a 14-in-1 digital air fryer oven. Coffee, tea and hot chocolate are provided with the coffee maker, as well as cream/sugar. Queen bed upstairs sleeps 2 comfortably and fold-out couch downstairs will fit one small-ish person. Ideal for a child!</p><p>Grab a cup of coffee and take a morning stroll down one of our 3 out and back trails on the property. Take a picnic lunch in the meadow. And enjoy a glass of wine on your private 2nd floor deck after a day skiing in Wintergreen or hiking the Virginia Blue Ridge Railway Trail.</p>",,https://ik.imagekit.io/OE/nelson-county/listings/crestvue-cottage-image1_Mm7x0OQyf,"White house with balcony, surrounded by green lawn and trees under blue sky.",,https://ik.imagekit.io/OE/nelson-county/listings/crestvue-cottage-image2_yyVLXAeNY,"Cozy living room with kitchenette, TV, rug, and wooden stairs.",,,,,https://www.airbnb.com/rooms/800622199379929346,,,,2025-01-07,2025-01-28,,,,,,,,,,,,,,,"Coffee, Farm, Hiking, Lodging, Lunch, Pet Friendly, Skiing, Tea, Wine",FALSE,,False,,,,,,,,,,,,,,
Sentosa Cabin,sentosa-cabin,Cabins & Cottages,stay,Schuyler,"Sentosa Cabin is a one-bedroom woodland retreat with mountain views, Wi-Fi, full kitchen, and two miles of private trails to the Rockfish River. Two miles of private woodland trail connect Sentosa Cabin to the Rockfish River, so you can hike to swimming holes before returning to the full kitchen for dinner.","<p>1 bedroom, 1 bath cabin with covered back porch, full kitchen and wifi. Mountain and woods views and 2 miles of woods nature trails for guests Sentosa Cabin is a remote haven for nature lovers. Ideal for couples or a single traveler looking for a quiet escape in the country. Located in a serene location with beautiful mountain views from the back deck, it is tucked away in the woods for relaxation in nature. There are over 2 miles of hiking/nature trails on the property that connect to the Rockfish River, that are available for guests to use. <em>*Lodging descriptions are provided by the host and not independently verified.</em><br><br><strong>Contact:</strong> Sarah Ponton <br><br><strong>Email:</strong> samponton123@gmail.com<br><br><strong>Staff on Site? </strong> No<br><br><strong>Pet-Friendly? </strong> No<br><br><strong>Located in:</strong> Schuyler</p>",,https://ik.imagekit.io/OE/nelson-county/listings/sentosa-cabin-image1_ffHRrfeUG-,"Wooden cabin with green metal roof, surrounded by lush trees and sunlight.",,https://ik.imagekit.io/OE/nelson-county/listings/sentosa-cabin-image2_tXL4mojV8,"Cozy wooden kitchen with white appliances, circular table, and sunlight through windows.",,,,,https://www.houfy.com/h/sentosacabin,,,,2025-01-27,2025-01-28,,,,,,,,,,,,,,,"Full Kitchen, Hiking, Lodging, Pet Friendly, Wi-Fi",FALSE,,False,,,,,,,,,,,,,,
Roudy's Retreat,roudys-retreat,Whole House Rentals,stay,Montebello,"Inside, the open kitchen and multiple sleep spaces comfortably host up to ten guests for winery weekends or fishing-focused family reunions. Escape to this spacious retreat with a hot tub and everything else you need to get away.","<p>Escape to this spacious retreat with a hot tub and everything else you need to get away. Enjoy alone time in the loft reading a book or play a game with the family at the large table. Gather around the fire pit, fish in the pond, or get cozy around the wood stove.</p><p>Settle down on the large deck to enjoy the mountain air, watch the sunset over the trees, or just listen to the sounds of nature. Find yourself enjoying the beautiful mountains of Virginia while not missing the amenities of home. Guests will enjoy a large family room with enough seating for the whole crew.</p><p>The wood burning stove is a lovely touch in the chilly weather (we'd be happy to start a fire prior to your arrival) and the large picture window overlooking the pond will allow for a beautiful view of nature. The kitchen is fully stocked with everything you need to cook and serve your family.</p><p>There is a coffee/tea bar as well as a counter top ice maker. There is a private bedroom with a queen size bed on the main level. Upstairs in the loft you will find three sleeping areas. The first area has 2 queen size beds, the second area has 2 twin size beds, and the third area has a full size bed with a private balcony over looking the pond.</p><p>Back downstairs is the single bathroom which also has a full size washer and dryer. Outside you will find a deck that wraps around 2 sides of the house. Featuring a hot tub large enough for the whole crew, many seating areas, outdoor dining, propane and charcoal grills, as well as covered areas.</p><p>Grab a chair and have a seat next to the private pond. Throw in a fishing line if you brought any along, and maybe have a fire in the fire pit if you are feeling like having s'mores. Firewood is provided for the wood stove as well as fire pit.</p>",,https://ik.imagekit.io/OE/nelson-county/listings/roudy-s-retreat-image1_1WMwk-J25,"Cabin with green roof near a pond, surrounded by trees.",,https://ik.imagekit.io/OE/nelson-county/listings/roudy-s-retreat-image2_RMFc_3AWu,"Rustic living room with wood walls, cozy seating, and a red wood stove.",,,,,http://airbnb.com/h/roudys-retreat,,,,2025-01-27,2025-01-28,,,,,,,,,,,,,,,"Bar, Coffee, Fishing, Lodging, Pet Friendly, Tea, Hot Tub, Fire Pit",FALSE,,False,,,,,,,,,,,,,,
Pachi's Ridge,pachis-ridge,Cabins & Cottages,stay,Wintergreen,"Pachi's Ridge is a modern three-bedroom cabin on 40 acres with Blue Ridge views, upgraded kitchen, and access to hiking trails and the Rockfish River. Follow the path to the Rockfish River for paddling or simply unplug in the modern three-bedroom cabin that balances contemporary finishes with full immersion in nature.","<p>Get your own little slice of wooded paradise at this Nellysford, VA, vacation rental near Wintergreen Resort. This 3-bedroom, 3-bathroom cabin offers unfettered access to more than 40 acres of forested land, including beautiful Blue Ridge Mountain views and access to both hiking trails and the Rockfish River.</p><p>You don’t have to sacrifice comfort and style at ‘Pachi's Ridge’, a retreat that boasts an updated interior, new appliances, and tasteful decor from top to bottom! Enjoy beautiful seasonal views of the Blue Ridge. In winter, you can see Wintergreen as you roast marshmallows over the fire pit.</p><p>In summer, the cabin is quiet and cozy as the forests surround you in tranquility and wildlife abounds! Bring a float to dip into the Rockfish River and cool off. Or challenge your family to a game of corn hole. Well-appointed with everything you need for a memorable trip!</p>",,https://ik.imagekit.io/OE/nelson-county/listings/pachi-s-ridge-image1_DxNkYbmjVP,"Blue house with wraparound porch, surrounded by trees, overcast sky.",,https://ik.imagekit.io/OE/nelson-county/listings/pachi-s-ridge-image2_axMVH5UU0,"Cozy dining area with round table, chairs, and nearby stone fireplace in living room.",,,,,https://evolve.com/vacation-rentals/us/va/nellysford/490827?amp%3Butm_campaign=listingshare&amp%3Butm_medium=link,,,,2025-01-27,2025-01-28,,,,,,,,,,,,,,,"Hiking, Lodging, Pet Friendly, Resort, Fire Pit",FALSE,,False,,,,,,,,,,,,,,
Boogie Nights Manor,boogie-nights-manor,Cabins & Cottages,stay,Afton,"Sleeping twelve with pet-friendly policies, the home lets your group hop between tasting rooms by day and host vinyl-listening parties or hot tub hangs by night. A custom home designed and built by the inventor of the hot dog conveyer machine.","<p>Looking for a unique pet-friendly stay that accommodates up to 12? You’ve found it in amenity-rich Boogie Nights Manor a wildly spacious, 4,000+-sq-ft home on 3+ acres where every room is a feast for the eyes, filled with art and artifacts. Whether you’re an outdoor enthusiast, fall-foliage viewer, or fan of craft beverages planning to visit wineries, breweries, and distilleries on the Brew Ridge Trail, you’re unlikely to ever find a rental like this one! You’ll love the Central-VA location. A custom home designed and built by the inventor of the hot dog conveyer machine! <em>*Lodging descriptions are provided by the host and not independently verified.</em><br><br><strong>Contact:</strong> Jeremy DiMaio <br><br><strong>Email:</strong> jddimaio@yahoo.com<br><br><strong>Staff on Site? </strong> No<br><br><strong>Pet-Friendly? </strong> Pets allowed, but approval required in advance<br><br><strong>Located in:</strong> Afton</p>",,https://ik.imagekit.io/OE/nelson-county/listings/boogie-nights-manor-image1_CDb_i8QRg,"Modern two-story building with red frames, large windows, surrounded by greenery.",,https://ik.imagekit.io/OE/nelson-county/listings/boogie-nights-manor-image2_G1ZiQ4uBE,"Spacious living room with stone fireplace, elephant decor, and large windows.",,,,,http://AftonStaysVA.com,,,,2025-01-27,2025-01-28,,,,,,,,,,,,,,,"Lodging, Pet Friendly, Hot Tub",FALSE,,False,,,,,,,,,,,,,,
Big Tiny House,big-tiny-house,Lodging,stay,Afton,"FORBES magazine named this model as the most beautiful tiny house in the world. A six-figure tiny home in the epicenter of VA’s Brew Ridge Trail. “Big Tiny” is a luxurious retreat that is huge on both character and amenities. This handcrafted home boasts a full-sized kitchen private bedroom, cozy sleeping loft, 2 large screen TVs, and full bath with tub. With a cathedral ceiling and walls of windows, this Escape Traveler XL is the flagship offering of the premiere tiny home builder..","<p>A six-figure tiny home in the epicenter of VA's Brew Ridge Trail. 'Big Tiny' is a luxurious retreat that is huge on both character and amenities. This handcrafted home boasts a full-sized kitchen private bedroom, cozy sleeping loft, 2 large screen TVs, and full bath with tub. With a cathedral ceiling and walls of windows, this Escape Traveler XL is the flagship offering of the premiere tiny home builder. FORBES magazine named this model as the most beautiful tiny house in the world. <em>*Lodging descriptions are provided by the host and not independently verified.</em><strong>Contact </strong> Jeremy DiMaio, <a href='mailto:jddimaio@yahoo.com'>jddimaio@yahoo.com</a><br><br><strong>Staff on Site? </strong> No<br><br><strong>Pet-Friendly? </strong> Yes<br><br><strong>Located in:</strong> Afton</p>",,https://ik.imagekit.io/OE/nelson-county/listings/the-big-tiny-house-image1_NJ-bDVgrT,"Tiny house with string lights, surrounded by chairs and trees at night.",,https://ik.imagekit.io/OE/nelson-county/listings/the-big-tiny-house-image2_4wefjR0NbD,"Cozy wooden tiny house interior with sofa, table, large windows, and ceiling fan.",,,,,http://AftonStaysVA.com,,,,2025-01-27,2025-12-11,,,,,,,,,,,,,,,"Lodging, Pet Friendly",FALSE,,False,,,,,,,,,,,,,,
