id,name,slug,type,category,area,description,detailedDescription,customHtml,image1,image1Desc,image1FileId,image2,image2Desc,image2FileId,image3,image3Desc,image3FileId,website,phone,address,authorName,publishedDate,modifiedDate,directionsLink,videoLink,document1,document1Name,document2,document2Name,accordionPanel1Title,accordionPanel1Content,accordionPanel2Title,accordionPanel2Content,accordionPanel3Title,accordionPanel3Content,accordionPanel4Title,accordionPanel4Content,amenities,featured,googleMapsUrl,private
198,Meme's Cottage,memes-cottage,Cabins & Cottages,stay,Afton,"Meme's Cottage is an updated mid-century getaway for two couples, tucked into woods near Route 151 with modern finishes and quiet deck space. Meme's Cottage is tailor-made for two couples or a small family seeking privacy—modernized 1950s architecture, wooded deck, and an easy hop to Route 151 tasting rooms.","Cute getaway Mid-Century Modern style cottage in the heart of Nelson County wine country, perfect for two couples. Affectionately called “Meme’s Cottage,” this restored ranch is nestled into the woods on the side of Afton Mountain. You’ll be minutes from all the 151 experiences and just far enough in the country for a quiet getaway.

Close to so much, and reasonably priced for a private, upscale, two-bedroom house.",,https://ik.imagekit.io/OE/nelson-county/listings/meme-s-cottage-image1_WpucqZ33l,"White house with blue door, surrounded by green trees and grass, outdoor game nearby.",,https://ik.imagekit.io/OE/nelson-county/listings/meme-s-cottage-image2_VGkuXlmBC,Bright kitchen and dining area with white cabinets and wooden floor.,,,,,,,"Afton, VA 22920",josh,2026-01-05,2026-01-12,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,,,,,,,,,,,,,,Beer; Full Kitchen; Outdoor Seating; Cabins; Lodging; Tastings,false,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,false
199,Cheval Circle,cheval-circle,Cabins & Cottages,stay,Afton,"Cheval Circle is a rustic three-bedroom home on a meadow beside a horse farm, offering mountain views and easy drives to Afton attractions. The house feels remote and rural, yet is close to so much of what Nelson County has to offer.","Clean, charmingly rustic, well-appointed, and in the heart of Virginia Wine Country, “Cheval Circle” is just a short drive from many of Nelson County’s most popular destinations, including dozens of wineries and breweries and the Afton Mountain Tunnel. Enjoy the beautiful mountain views and the quiet horse farm just across the meadow!

The house feels remote and rural, yet is close to so much of what Nelson County has to offer. There is also a fully functioning horse farm right next door.",,https://ik.imagekit.io/OE/nelson-county/listings/cheval-circle-image1_fOJj41ghsQ,"Hot tub under wooden gazebo, surrounded by trees and clear blue sky.",,https://ik.imagekit.io/OE/nelson-county/listings/cheval-circle-image2_lfF_LxYpL,"Cozy living room with gray sofa, fireplace, and large windows, wood floor.",,,,,,,"Afton, VA 22920",josh,2026-01-05,2026-01-12,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,,,,,,,,,,,,,,Scenic Views; Cabins; Lodging,false,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,false
200,The Wine Cottage,the-wine-cottage,Cabins & Cottages,stay,Afton,"The Wine Cottage is a mid-century ranch with updated interiors, mountain views, and a private fire pit minutes from Nelson 151 tasting rooms.",,,https://ik.imagekit.io/OE/nelson-county/listings/the-wine-cottage-image1_XiGtHjWQI,Brick house with triangular roof and six blue chairs on lawn.,,https://ik.imagekit.io/OE/nelson-county/listings/the-wine-cottage-image2_CYT2yfryX,"Modern kitchen with island, bar stools, stainless appliances, wooden floor, warm lighting.",,,,,,,"Afton, VA 22920",josh,2026-01-05,2026-01-12,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,,,,,,,,,,,,,,Scenic Views; Tastings; Wine; Cabins; Lodging,false,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,false
201,Carter's Cottage,carters-cottage,Cabins & Cottages,stay,Afton,"Also just a short drive from many of Nelson County’s most popular destinations, including Devil’s Backbone, Bold Rock Cidery, and Wintergreen Visitors can walk to Three Notch'd. Then go home and sit in your own hot tub.","This clean, modern farmhouse-style, one-story cottage, “Carter’s Cottage,” is located in the heart of the 151 corridor. It is within walking distance from the new Three Notch’d distillery/brewery/pub, as well as several other local restaurants and shopping destinations in downtown Nellysford!

Additionally, it is just a short drive from many of Nelson County’s most popular attractions, including Devil’s Backbone, Bold Rock Cidery, and Wintergreen. Plus, enjoy the hot tub! You can walk to Three Notch'd and then return to relax in your own hot tub!",,https://ik.imagekit.io/OE/nelson-county/listings/carter-s-cottage-image1_ydn0TnyDb,Wooden chairs in circle around fire pit on gravel patio.,,https://ik.imagekit.io/OE/nelson-county/listings/carter-s-cottage-image2_VB2OzoF4k,"Modern kitchen with island, barstools, stainless steel appliances, and 'Gather' sign above.",,,,,,,"Nellysford, VA 22958",josh,2026-01-05,2026-01-12,https://www.google.com/maps/dir/?api=1&destination=Nellysford%2C%20VA%2022958,,,,,,,,,,,,,,Cabins; Lodging; Farm,false,https://www.google.com/maps/dir/?api=1&destination=Nellysford%2C%20VA%2022958,false
202,Beech Grove Cottage,beech-grove-cottage,Cabins & Cottages,stay,Roseland,"Beech Grove Cottage is a renovated 1920s bungalow across from Devils Backbone with fiber internet, huge yard, and fire pit for six guests. Beech Grove Cottage is a lovingly restored 1920s bungalow across from Devils Backbone, now sporting fiber internet, a spacious yard, and a fire pit that seats the whole crew.","The perfect cozy escape! Beautiful, thoughtfully and fully renovated 1920s bungalow in the heart of the best of Nelson County. Roomy, stylish, and light-filled, it sleeps 6. Located across the road from Devils Backbone Brewery and at the base of Wintergreen Resort, you’ll find yourself in the middle of it all!

Hike, ski, bike, dine, and sample beer, cider, wine, as well as visit apple and peach orchards and chestnut farms. Just off Route 151, known as “The Brew Ridge Trail,” the cottage backs up to acres of woods and nature. It’s only a 7-minute drive to the Appalachian Trail. Enjoy high-speed fiber internet, a huge yard, and a firepit for your relaxation.",,https://ik.imagekit.io/OE/nelson-county/listings/beech-grove-cottage-image1_jL7Nd6cfH,Yellow daffodils in grassy yard before small house with blue roof.,,https://ik.imagekit.io/OE/nelson-county/listings/beech-grove-cottage-image2_C2qlV-tLb,"Spacious living room with large green sofa, colorful pillows, and wood accents.",,,,,,,"200 Mosbys Run, Roseland, VA 22967",josh,2026-01-05,2026-01-12,https://www.google.com/maps/dir/?api=1&destination=200%20Mosbys%20Run%2C%20Roseland%2C%20VA%2022967,,,,,,,,,,,,,,Cabins; Lodging,false,https://www.google.com/maps/dir/?api=1&destination=200%20Mosbys%20Run%2C%20Roseland%2C%20VA%2022967,false
203,Montebello Resort,montebello-resort,Cabins & Cottages,stay,Montebello,"Lake, trout pond, and unique country store all on site; close to historical sites and hiking; relax, unplug, and unwind.","Private, cozy, comfortable rental cabins and cottages await you at Montebello. Enjoy a serene lake, a trout pond, and a unique country store all on site. The location is close to historical sites and hiking trails, making it the perfect spot to relax, unplug, and unwind!

Our accommodations are pet-friendly, and staff is available on site to assist you during your stay. Experience the charm of Montebello and create lasting memories in our inviting cabins and cottages.",,https://ik.imagekit.io/OE/nelson-county/listings/montebello-resort-image1_ghrMpW_B3,"Small wooden cabin with a porch, surrounded by green trees and sunlight.",,https://ik.imagekit.io/OE/nelson-county/listings/montebello-resort-image2_5p3CUVkbm,"Rustic wooden cabin interior with leather chairs, stone fireplace, and large windows.",,,,,,(540) 377-2650,"15090 Crabtree Falls Highway, Montebello, VA 24464",josh,2026-01-05,2026-01-12,https://www.google.com/maps/dir/?api=1&destination=15090%20Crabtree%20Falls%20Highway%2C%20Montebello%2C%20VA%2024464,,,,,,,,,,,,,,Cafe; Retail; Cabins; Pet Friendly; Lodging,false,https://www.google.com/maps/dir/?api=1&destination=15090%20Crabtree%20Falls%20Highway%2C%20Montebello%2C%20VA%2024464,false
204,Freshwater Field Cabin,freshwater-field-cabin,Cabins & Cottages,stay,Lovingston,"Freshwater Field Cabin sits on a private farm hollow near Lovingston with hiking trails, horse pastures, and easy drives to Nelson attractions.","The Freshwater Field Cabin is very private, located on a farm nestled in a mountain hollow, but only 5 miles from Route 29. It is rustic and secluded yet comfortable. Enjoy hiking the trails on the property, watching the horses in the fields, or visiting local attractions.

This cabin offers an easy trip to Lynchburg, Charlottesville, Waynesboro, or Wintergreen.",,https://ik.imagekit.io/OE/nelson-county/listings/freshwater-field-cabin-image1_GaffeUlSd,"Red two-story house with patio furniture, umbrella, and trees in background.",,https://ik.imagekit.io/OE/nelson-county/listings/freshwater-field-cabin-image2_Vvm1QAsB9,"Blue sofa in cozy room with fireplace, decorative rug, and wooden elements.",,,,,,,"Lovingston, VA 22949",josh,2026-01-05,2026-01-12,https://www.google.com/maps/dir/?api=1&destination=Lovingston%2C%20VA%2022949,,,,,,,,,,,,,,Farm; Cabins; Equestrian; Lodging,false,https://www.google.com/maps/dir/?api=1&destination=Lovingston%2C%20VA%2022949,false
205,Four Elements Farm,four-elements-farm,Whole House Rentals,stay,Roseland,"Four Elements Farm is a 116-acre retreat with farmhouse lodging, hot tub, pond, friendly goats, and proximity to Devils Backbone and Wintergreen. Four Elements Farm stretches across 116 acres of pasture, pond, and woodland, offering farmhouse lodging, a hot tub, and friendly resident goats between Devils Backbone and Wintergreen.","Come find out why we have guests return year after year! Escape city life at our charming farmhouse near Wintergreen. Our 116-acre property is home to friendly goats and ducks and features magnificent views, a large stone fireplace, a hot tub, a pond for swimming and fishing, and comfortable bedrooms. Visit local breweries or wineries, explore the outdoors, or relax on the porch.

Experience the joys of farm living with your family and friends. Enjoy a secluded and quiet home on 116 acres, where you can feed and pet the goats and ducks! It's peaceful and quiet, yet less than a mile to Devils Backbone and just minutes to Wintergreen. The best of both worlds! Perfect for extended family gatherings.",,https://ik.imagekit.io/OE/nelson-county/listings/four-elements-farm-image1_wcYZqjjij,Pond surrounded by trees with house in the background under blue sky.,,https://ik.imagekit.io/OE/nelson-county/listings/four-elements-farm-image2_bzJusRdqT,"Cozy living room with sofas, patterned rug, stone fireplace, and wood-paneled ceiling.",,,,,,,"Roseland, VA 22967",josh,2026-01-05,2026-01-12,https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967,,,,,,,,,,,,,,Lodging; Farm; Pet Friendly; Cabins,false,https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967,false
206,Time to Wine Down,time-to-wine-down,Whole House Rentals,stay,Afton,"Time to Wine Down is a five-bedroom Afton retreat on two acres with dual living rooms, basement game space, air hockey, expansive fire pit, and string-lit outdoor dining near the Route 151 beverage trail. What makes Time to Wine Down truly unique is its perfect blend of vintage charm and modern amenities, all set on two peaceful acres in the heart of Virginia's wine country.","Welcome to Time to Wine Down, your home away from home nestled in the rolling hills of Afton, VA! Whether you’re a foodie, a wine enthusiast, or an outdoor adventurer, Afton offers it all. Explore nearby wineries and breweries like Hazy Mountain, King Family, Veritas, and Blue Mountain—all just minutes away!

For outdoor lovers, Shenandoah National Park is a playground of hiking, fishing, biking, and horseback riding. Plus, Wintergreen Resort is only a short drive away, offering skiing, tubing, swimming, and more year-round fun!",,https://ik.imagekit.io/OE/nelson-county/listings/time-to-wine-down-image1_fT10VW1Dd,"White house with black roof, driveway, surrounded by green trees and lawn.",,https://ik.imagekit.io/OE/nelson-county/listings/time-to-wine-down-image2_bBVJXZfT0,"Cozy living room with gray sofa, armchairs, fluffy ottoman, and ceiling fan.",,,,,,,"Afton, VA 22920",josh,2026-01-05,2026-01-12,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,,,,,,,,,,,,,,Outdoor Seating; Wine; Cabins; Lodging,false,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,false
207,Love Afton Cabin,love-afton-cabin,Cabins & Cottages,stay,Afton,"Love Afton Cabin sprawls across 11.5 private acres with multiple decks, a stocked pond, and lounge-ready common areas so big groups can fish, grill, and stargaze without ever leaving the property. Love Afton Cabin is a one-of-a-kind mountain retreat offering a blend of comfort, adventure, and relaxation.","Welcome to Love Afton Cabin! Escape to our secluded 11.5-acre retreat with stunning mountain views, a private fishing pond, and endless space for relaxation. This home sleeps up to 16 guests and provides entertainment for all ages. The main level includes a fully equipped kitchen, dining room, cozy living room, and a primary bedroom (King bed) with an ensuite bath.

Outside, enjoy a screened-in porch and a spacious deck with seating for 16. Upstairs features a second primary bedroom (King bed) with an ensuite bath, plus a Queen bedroom and a bunk room with beds for kids and teens. This level also includes a shared bath, workspace, and balcony. The basement offers a second living room, pool table, arcade games, a mini kitchen, and Bedroom 5 (King bed, bunk beds with trundle). A game-packed garage includes shuffleboard, skee ball, air hockey, and more. Outdoor highlights include a fire pit, a hot tub, a sauna, a play set, and plenty of room to explore!",,https://ik.imagekit.io/OE/nelson-county/listings/love-afton-cabin-image1_IwkNAdICu,Hot tub with bubbling water overlooking lush green forest and mountains.,,https://ik.imagekit.io/OE/nelson-county/listings/love-afton-cabin-image2_P9fzatXa5-,Spacious wooden living room with large windows and cozy furniture.,,,,,,,"5495 Mountain Road, Afton, VA 22920",josh,2026-01-05,2026-01-12,https://www.google.com/maps/dir/?api=1&destination=5495%20Mountain%20Road%2C%20Afton%2C%20VA%2022920,,,,,,,,,,,,,,Outdoor Seating; Scenic Views; Cabins; Lodging; Water Sports; Fishing,false,https://www.google.com/maps/dir/?api=1&destination=5495%20Mountain%20Road%2C%20Afton%2C%20VA%2022920,false
208,Meili Mountain,meili-mountain,Whole House Rentals,stay,Nelson County,"Meili Mountain offers rustic creekside camping on private land for quiet, leave-no-trace stays near Nelson County trails.","Rustic camping by a private creek offers a unique lodging experience. This charming getaway is pet-friendly and located in Tyro, providing a perfect retreat for nature lovers seeking tranquility and adventure. Enjoy the serene surroundings and create lasting memories in this beautiful setting.",,https://ik.imagekit.io/OE/nelson-county/listings/meili-mountain-image1_n3-A_-AKC,Small cabin in lush forest with sunlight filtering through trees.,,https://ik.imagekit.io/OE/nelson-county/listings/meili-mountain-image2_HMlw7x_vw,Blue cabin in lush green forest clearing with firepit and wooden deck.,,,,,,,"Nelson County, VA",josh,2026-01-05,2026-01-12,https://www.google.com/maps/dir/?api=1&destination=Nelson%20County%2C%20VA,,,,,,,,,,,,,,Scenic Views; Pet Friendly,false,https://www.google.com/maps/dir/?api=1&destination=Nelson%20County%2C%20VA,false
209,Adventure Awaits,adventure-awaits,Whole House Rentals,stay,Roseland,"Adventure Awaits is a pet-friendly Wintergreen home two minutes from the slopes with hot tub, fire pit, multiple living areas, and five smart TVs. Adventure Awaits lives up to its name with a hot tub, multiple lounges, pet-friendly policies, and a location two minutes from Wintergreen's slopes and hiking shuttles.","Welcome to Adventure Awaits at Wintergreen Resort, where the charm of the Blue Ridge Mountains meets luxury, convenience, and adventure! Our pet-friendly home is perfectly located just two minutes from the ski lifts, offering an ideal retreat for adventurers, families, and relaxation seekers.

Whether you’re savoring s’mores by the outdoor fire pit, unwinding in the hot tub, exploring nearby trails, or enjoying the cozy amenities of the home, your stay is designed to be unforgettable. With spacious accommodations, high-speed internet, multiple family living areas, and thoughtful touches like provided towels and linens, we’ve made sure every detail is covered. Perfect for families or groups, the property features 3 king beds, a bunk room with double and twin beds, and two master suites for ultimate comfort. From hiking to wine tours, breweries, and skiing, there’s something for everyone!",,https://ik.imagekit.io/OE/nelson-county/listings/adventure-awaits-image1_OIGAS5SOy,"Dark house with warm lights, surrounded by trees, gravel driveway in foreground.",,https://ik.imagekit.io/OE/nelson-county/listings/adventure-awaits-image2_S-y5X3SnV,"Living room with staircase, colorful chairs, patterned furniture, large windows, wooden floor.",,,,,,,"Wintergreen Resort, Roseland, VA 22967",josh,2026-01-05,2026-01-12,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967,,,,,,,,,,,,,,Pet Friendly; Scenic Views; Skiing,false,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967,false
210,Wintergreen Ridge Retreat,wintergreen-ridge-retreat,Whole House Rentals,stay,Wintergreen Resort,"Wintergreen Ridge Retreat is a four-bedroom mountain home sleeping ten with expansive decks, hot tub, and easy access to Wintergreen lifts and trails. Wintergreen Ridge Retreat sleeps ten across four bedrooms, surrounding guests with wraparound decks, a bubbling hot tub, and instant access to resort lifts and trailheads.","Welcome to Wintergreen Ridge Retreat, your perfect escape at Wintergreen Resort, VA! Just 3 minutes from the ski slopes and snow tubing, our spacious and comfortable home offers a seamless blend of four seasons adventure. Whether you're carving down the slopes, exploring over 30 miles of hiking trails, or simply unwinding in the peaceful surroundings, this retreat has it all.

This home is your gateway to both excitement and relaxation, making it the ideal base for your Wintergreen adventures. Whether you're seeking thrills on the slopes or a peaceful retreat in the mountains, Wintergreen Ridge Retreat has everything you need for an unforgettable getaway!",,https://ik.imagekit.io/OE/nelson-county/listings/wintergreen-ridge-retreat-image1_Po9HDslHo,"Spacious living room with brown leather sofas, large windows, and wooden ceiling.",,https://ik.imagekit.io/OE/nelson-county/listings/wintergreen-ridge-retreat-image2_CN_I0Hhgb,"Rustic house with peaked roof, surrounded by bare trees and autumn leaves.",,,,,,,"Wintergreen Resort, Nellysford, VA 22958",josh,2026-01-05,2026-01-12,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Nellysford%2C%20VA%2022958,,,,,,,,,,,,,,Outdoor Seating; Scenic Views; Pet Friendly,false,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Nellysford%2C%20VA%2022958,false
211,Maren Estate,maren-estate,Cabins & Cottages,stay,Afton,"Maren Estate is a 7,200-square-foot luxury home on a 50-acre farm with seasonal pool, year-round hot tub, bocce court, and beer garden. Maren Estate is a 7,200-square-foot showstopper on a 50-acre farm—think seasonal swimming pool, all-season hot tub, bocce court, beer garden, and endless mountain views.","Luxury estate featuring a 7,200 square foot house on a 50-acre farm, accommodating a maximum of 14 guests. Enjoy a seasonal pool and year-round hot tub, along with a bocce ball court and beer garden on the grounds. The property offers beautiful views of the Rockfish Valley and is in close proximity to vineyards, breweries, golf, and more.

*Lodging descriptions are provided by the host and not independently verified.*",,https://ik.imagekit.io/OE/nelson-county/listings/maren-estate-image1_XH7pGtdID,"Rolling hills with autumn trees, house, and small pond under clear sky.",,https://ik.imagekit.io/OE/nelson-county/listings/maren-estate-image2_pMkBseFcr,"Spacious living room with large windows, wooden beams, and elegant furniture.",,,,,,,"Afton, VA 22920",josh,2026-01-05,2026-01-12,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,,,,,,,,,,,,,,Pool; Seasonal Menu; Beer; Pet Friendly; Cabins; Lodging; Farm,false,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,false
212,The Blue Ridge Farm and Wedding Venue,blue-ridge-farm-and-wedding-venue,Cabins & Cottages,stay,Afton,"The Blue Ridge Farm & Farmhouse doubles as a wedding-ready venue and a renovated lodging hub, offering vineyard vistas, six acres of event space, and quick hops to the Brew Ridge Trail. The Blue Ridge Farm & Farmhouse combines a six-acre event-ready property with renovated farmhouse lodging, vineyard views, and proximity to Brew Ridge Trail.","The Blue Ridge Farm and Wedding Venue offers a captivating blend of rustic charm and modern elegance on six picturesque acres. With stunning vineyard views and a beautifully renovated farmhouse, guests can enjoy a comfortable stay near the scenic Brew Ridge Trail. Perfect for weddings or relaxing getaways, The Blue Ridge Farm guarantees an unforgettable experience.",,https://ik.imagekit.io/OE/nelson-county/listings/the-blue-ridge-farm-and-wedding-venue-image1_0AvR3Ceow,"Ornate design with text: 'The Blue Ridge Farm, Historic Afton, Virginia.'",,https://ik.imagekit.io/OE/nelson-county/listings/the-blue-ridge-farm-and-wedding-venue-image2_CfQ2xHiVQ,"Gray living room with sectional sofa, colorful pillows, and patterned rug.",,,,,,,"Afton, VA 22920",josh,2026-01-05,2026-01-12,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,,,,,,,,,,,,,,Lodging; Wine; Scenic Views; Events; Pet Friendly; Cabins,false,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,false
213,"Acorn Inn, Inc (Cottage, B&B and Group Retreat)",acorn-inn-inc-cottage-bb-and-group-retreat,Bed and Breakfast,stay,Faber,"Acorn Inn operates an inn, cottage, and farmhouse retreat with shared gathering spaces, kitchenettes, and wraparound porches for groups and cyclists. Acorn Inn caters to cyclists and group retreats with multiple lodging options, wraparound porches, communal kitchens, and flexible gathering rooms surrounded by Nelson County backroads.","Acorn Inn features three distinct structures on the property designed for hosting guests. 'The Inn,' which was once a horse barn, offers 10 bedrooms (originally stalls), men's and women's bathrooms and showers, several lovely gathering spaces, two kitchenettes, a wraparound deck, a covered patio, an outdoor grill, and more. Please note that pets are not allowed at the Inn due to the shared space.

Our Cottage is a cozy little house equipped with a full kitchen, a private bath, a bedroom with a queen and twin bed, and a living room with a queen sofa bed. We welcome well-behaved pets in the Cottage for an additional fee. Finally, our Farmhouse, which also serves as our office, has three bedrooms, each featuring a queen bed. These rooms are only rented when the Inn and Cottage are fully booked, at the innkeepers' discretion.

We've been running Acorn Inn since 1987! Martin is a well-traveled cyclist from the Netherlands, and Kathy is a photographer and printmaker. The Inn is adorned with art created by Kathy and artisans from around the world. Affordable, cozy, and friendly!",,https://ik.imagekit.io/OE/nelson-county/listings/acorn-inn-inc-cottage-b-b-and-group-retreat--image1_sxiLMGTZT,Double rainbow over red house on grassy hill with trees.,,https://ik.imagekit.io/OE/nelson-county/listings/acorn-inn-inc-cottage-b-b-and-group-retreat--image2_IvbaTRLO3,"Cozy living room with colorful seating, fireplace, and decorative wall art.",,,,,,,"2131 Stagebridge Road, Lovingston, VA 22949",josh,2026-01-05,2026-01-12,https://www.google.com/maps/dir/?api=1&destination=2131%20Stagebridge%20Road%2C%20Lovingston%2C%20VA%2022949,,,,,,,,,,,,,,Lodging; Outdoor Seating; Breakfast; Pet Friendly; Farm,false,https://www.google.com/maps/dir/?api=1&destination=2131%20Stagebridge%20Road%2C%20Lovingston%2C%20VA%2022949,false
214,Cottage at Old Stoney Creek,cottage-at-old-stoney-creek,Cabins & Cottages,stay,Nellysford,"Cottage at Old Stoney Creek blends hot tub soaks, creekside vistas, and deck-side fire pits into a two-bedroom retreat perfectly positioned for Route 151 tasting tours. This 2-bedroom, 1-bathroom vacation rental is the ideal home base for anything on your itinerary.","The perfect outdoor adventure is waiting for you at this charming home in Nellysford. This 2-bedroom, 1-bathroom vacation rental is the ideal home base for anything on your itinerary. Spend your day sipping to your heart’s content at a local winery, hiking the local trails, hitting the slopes at Wintergreen, or enjoying the fresh air on the deck overlooking the surrounding forest.

Let your stress melt away in the hot tub as the creek passes by, and leave feeling refreshed and replenished. Enjoy the hot tub, deck with outdoor seating, fire pit, outdoor dining area, and outdoor shower.",,https://ik.imagekit.io/OE/nelson-county/listings/cottage-at-old-stoney-creek-image1_-cveHGW-G,Stone archway leading to cottage surrounded by trees.,,https://ik.imagekit.io/OE/nelson-county/listings/cottage-at-old-stoney-creek-image2_L5kBeLggY,"Rustic dining area with wooden walls, table setting, and wicker light fixture.",,,,,,,"Nellysford, VA 22958",josh,2026-01-05,2026-01-12,https://www.google.com/maps/dir/?api=1&destination=Nellysford%2C%20VA%2022958,,,,,,,,,,,,,,Outdoor Seating; Cabins; Lodging; Tastings; Beer,false,https://www.google.com/maps/dir/?api=1&destination=Nellysford%2C%20VA%2022958,false
215,Blue Ridge Heaven,blue-ridge-heaven,Cabins & Cottages,stay,Roseland,"Blue Ridge Heaven is a 3,200-square-foot Wintergreen home at 3,800 feet with three decks, renovated interiors, and sweeping southern views. Blue Ridge Heaven rises to 3,200 square feet and 3,800 feet of elevation, gifting guests three expansive decks, refreshed interiors, and sweeping southern panoramas at Wintergreen.","Blue Ridge Heaven is located atop Devils Knob – the highest point at Wintergreen Resort. Enjoy the best views in central Virginia from one of three decks or many picture windows.

Perched at an elevation of 3,800 feet, this stunning home offers mountain, valley, and long-range southern views from the highest location for any Wintergreen home on the rental market. Just minutes from the ski slopes, hiking trails, the Appalachian Trail, Blue Ridge Parkway, and the breweries, wineries, and cideries on Route 151, this 3,200 sqft, 5-bedroom home has been extensively renovated. The property features a completely updated kitchen, new heating and air conditioning, appliances, furnishings, flooring, paint, and lighting throughout.

Enjoy cathedral ceilings throughout the upper level, which includes a large family room with a stone fireplace and a new 65-inch Samsung smart TV, a kitchen, and a master bedroom. The lower level boasts another master bedroom, three additional bedrooms (including a bunk room), and a second family room with a stone fireplace and a 55-inch Samsung smart TV. Renovations were made to maximize energy efficiency, utilize sustainable materials, and incorporate locally produced products where practical. Experience amazing long-range views of the surrounding landscape!",,https://ik.imagekit.io/OE/nelson-county/listings/blue-ridge-heaven-image1_nnjCOh4aN,"Two-story house with large windows, wooden decks, surrounded by autumn trees.",,https://ik.imagekit.io/OE/nelson-county/listings/blue-ridge-heaven-image2_ssf3n-xI5,"Pink armchair by large windows, overlooking mountains and trees, stone fireplace nearby.",,,,,,,"Wintergreen Resort, Roseland, VA 22967",josh,2026-01-05,2026-01-12,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967,,,,,,,,,,,,,,Outdoor Seating; Full Kitchen; Scenic Views; Cabins; Lodging,false,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967,false
216,Dancing Bear Lodge,dancing-bear-lodge,Cabins & Cottages,stay,Roseland,"Dancing Bear Lodge is a 2,000-square-foot cabin on 38 acres with sweeping mountain vistas, stone fireplace, and space for up to ten guests. Perched on 38 hilltop acres, Dancing Bear Lodge offers wall-to-wall windows, a massive stone fireplace, and bedding for up to ten guests chasing sunrise views.","Dancing Bear Lodge is a cabin located in Roseland, VA. With just over 2,000 square feet, it offers ample space for hosting larger groups of up to 10 people. If you are looking for an 'off the grid' experience on 38 acres with a spectacular mountain view, this place is for you!

The property strikes a nice balance between seclusion and the comfort of modern amenities. You will be close to a variety of wonderful wineries, cideries, breweries, distilleries (Nelson 151), and outdoor adventure activities! We are about 20 minutes away from the notable Wintergreen Resort, where you can enjoy exciting winter skiing and tubing.

Some highlights of the lodge include stunning mountain views—one of our most frequent compliments—a secluded oasis on 38 acres, a fireplace built with stones from the old cobblestone streets of Norfolk, and wood floors in the main living area crafted from timber harvested and milled on-site. Wildlife abounds on the property!",,https://ik.imagekit.io/OE/nelson-county/listings/dancing-bear-lodge-image1_WfWOItua8,Wooden chairs around fire pit with mountain view and string lights overhead.,,https://ik.imagekit.io/OE/nelson-county/listings/dancing-bear-lodge-image2_4I1Ptj2TAz,"Cozy living room with stone fireplace, wooden beams, and large windows with mountain view.",,,,,,,"Roseland, VA 22967",josh,2026-01-05,2026-01-12,https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967,,,,,,,,,,,,,,Scenic Views; Outdoor Seating; Cabins; Pet Friendly; Lodging,false,https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967,false
