"id","name","slug","type","category","area","description","customHtml","image1","image1Desc","image1FileId","image2","image2Desc","image2FileId","image3","image3Desc","image3FileId","website","phone","address","authorName","publishedDate","modifiedDate","directionsLink","amenities","featured","googleMapsUrl","accordionPanel1Title","accordionPanel1Content","accordionPanel2Title","accordionPanel2Content","accordionPanel3Title","accordionPanel3Content","accordionPanel4Title","accordionPanel4Content"
"207","Love Afton Cabin","love-afton-cabin","Cabins & Cottages","stay","Afton","Love Afton Cabin sprawls across 11.5 private acres with multiple decks, a stocked pond, and lounge-ready common areas so big groups can fish, grill, and stargaze without ever leaving the property. Love Afton Cabin is a one-of-a-kind mountain retreat offering a blend of comfort, adventure, and relaxation.","","https://ik.imagekit.io/OE/nelson-county/listings/love-afton-cabin-image1_IwkNAdICu","Hot tub with bubbling water overlooking lush green forest and mountains.","","https://ik.imagekit.io/OE/nelson-county/listings/love-afton-cabin-image2_P9fzatXa5-","Spacious wooden living room with large windows and cozy furniture.","","","","","","","5495 Mountain Road, Afton, VA 22920","josh","","","https://www.google.com/maps/dir/?api=1&destination=5495%20Mountain%20Road%2C%20Afton%2C%20VA%2022920","Outdoor Seating; Scenic Views; Cabins; Lodging; Water Sports; Fishing","false","https://www.google.com/maps/dir/?api=1&destination=5495%20Mountain%20Road%2C%20Afton%2C%20VA%2022920","Menu & Offerings","Love Afton Cabin is a one-of-a-kind mountain retreat offering a blend of comfort, adventure, and relaxation. The 5-bedroom home features two spacious living rooms, a game-packed garage, and a basement filled with entertainment options, including a pool table and arcade games. The outdoor space is equally impressive, with a large firepit illuminated by string lights, a 7-person hot tub, a sauna, and a custom play set for children.","Important Information","*Lodging descriptions are provided by the host and not independently verified.","Location & Directions","Pathway Properties, hello@pathwaypropertiesva. No Find us at Afton.","",""
"208","Meili Mountain","meili-mountain","Whole House Rentals","stay","Nelson County","Meili Mountain offers rustic creekside camping on private land for quiet, leave-no-trace stays near Nelson County trails.","","https://ik.imagekit.io/OE/nelson-county/listings/meili-mountain-image1_n3-A_-AKC","Small cabin in lush forest with sunlight filtering through trees.","","https://ik.imagekit.io/OE/nelson-county/listings/meili-mountain-image2_HMlw7x_vw","Blue cabin in lush green forest clearing with firepit and wooden deck.","","","","","","","Nelson County, VA","josh","","","https://www.google.com/maps/dir/?api=1&destination=Nelson%20County%2C%20VA","Scenic Views; Pet Friendly","false","https://www.google.com/maps/dir/?api=1&destination=Nelson%20County%2C%20VA","Important Information","Nestled within the embrace of nature, Meili Mountain presents a unique camping experience on private land, offering a rustic creekside retreat for those who yearn for tranquility and a deep connection with the natural world. This exclusive haven is situated near the enchanting trails of Nelson County, making it an ideal spot for adventurers and nature lovers alike. The accommodations at Meili Mountain are thoughtfully described by the host, offering a glimpse into the serene and untouched landscape that awaits guests. While these descriptions come directly from the host and have not been independently verified, they paint a vivid picture of a peaceful escape where one can indulge in a quiet, leave-no-trace stay.

At Meili Mountain, the commitment to preserving the pristine beauty of the surroundings is paramount. Guests are invited to immerse themselves in the tranquil ambiance, with the gentle murmur of the creek providing a soothing backdrop. This exclusive location is not just a place to rest but a gateway to exploring the lush trails of Nelson County, where the air is fresh, and the landscapes are breathtaking. The essence of Meili Mountain is captured in the rustic charm of camping by the creek, offering an unparalleled outdoor experience for those who seek to disconnect from the bustle of daily life and reconnect with nature.

In embracing the spirit of adventure and the ethos of conservation, Meili Mountain stands as a testament to the beauty of the natural world and the joy of simple, sustainable living. This special retreat invites guests to explore, to rest, and to find peace in the heart of nature, all while respecting the delicate balance of the environment that makes this experience possible.","Trail Information","Nestled in the heart of nature's serene beauty, Meili Mountain presents an idyllic escape for those yearning for a rustic creekside camping experience. This unique retreat, situated on private land, provides the perfect setting for tranquil, leave-no-trace stays, catering to the eco-conscious traveler. Located near Nelson County's picturesque trails, it promises an unforgettable outdoor adventure.

For inquiries and further information, reach out to Jim McCullough at jim@meilimountain.com. Discover this hidden gem at Tyro, where the embrace of nature is around every bend and the tranquility of the creek whispers the promise of relaxation and rejuvenation.

As you prepare to immerse yourself in the untouched beauty of Meili Mountain, let the allure of the surrounding trails beckon you to explore. The area is a treasure trove for enthusiasts and casual hikers alike, offering a plethora of paths that meander through the lush landscape, revealing breathtaking vistas and the serene harmony of the natural world. 

Embark on a journey through these trails, where every step brings a new discovery and the opportunity to connect with the earth underfoot. Whether you're seeking a leisurely walk to clear your mind or an adventurous trek to challenge your limits, Meili Mountain and its surroundings offer an array of experiences to satisfy your wanderlust.

So pack your bags, lace up your hiking boots, and set forth on an adventure at Meili Mountain, where the wonders of the great outdoors await.","","","",""
"209","Adventure Awaits","adventure-awaits","Whole House Rentals","stay","Roseland","Adventure Awaits is a pet-friendly Wintergreen home two minutes from the slopes with hot tub, fire pit, multiple living areas, and five smart TVs. Adventure Awaits lives up to its name with a hot tub, multiple lounges, pet-friendly policies, and a location two minutes from Wintergreen's slopes and hiking shuttles.","","https://ik.imagekit.io/OE/nelson-county/listings/adventure-awaits-image1_OIGAS5SOy","Dark house with warm lights, surrounded by trees, gravel driveway in foreground.","","https://ik.imagekit.io/OE/nelson-county/listings/adventure-awaits-image2_S-y5X3SnV","Living room with staircase, colorful chairs, patterned furniture, large windows, wooden floor.","","","","","","","Wintergreen Resort, Roseland, VA 22967","josh","","","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967","Pet Friendly; Scenic Views; Skiing","false","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967","Amenities & Features","Welcome to Adventure Awaits at Wintergreen Resort, where the charm of the Blue Ridge Mountains meets luxury, convenience, and adventure. Our pet-friendly home is perfectly located just two minutes from the ski lifts, offering an ideal retreat for adventurers, families, and relaxation seekers. Whether you’re savoring s’mores by the outdoor fire pit, unwinding in the hot tub, exploring nearby trails, or enjoying the cozy amenities of the home, your stay is designed to be unforgettable.","Menu & Offerings","Nestled in the heart of Wintergreen, Adventure Awaits serves as the quintessential retreat for those looking to immerse themselves in the splendor of outdoor escapades without forsaking the comforts of home. This pet-friendly abode is just a stone's throw away from the exhilarating ski slopes, a mere two-minute drive, ensuring that your adventures on the snow are never far from your doorstep. But the allure of Adventure Awaits extends far beyond its convenient location.

Upon arrival, guests are greeted by a private, oversized parking area, providing ample space for vehicles and making the process of unpacking a breeze. The home itself is a haven of comfort and leisure, boasting plush mattresses that promise a restful night's sleep after a day of adventure. For entertainment, five smart TVs are strategically placed throughout the residence, offering a myriad of viewing options for guests of all ages.

But what truly sets Adventure Await","Important Information","Nestled in the heart of Wintergreen, Adventure Awaits stands as a beacon of relaxation and thrills for those looking to escape the mundane. This pet-friendly abode is more than just a place to stay; it is a sanctuary mere two minutes from the exhilarating slopes, promising adventures at every turn. With amenities designed to pamper and entertain, the home features a luxurious hot tub, an inviting fire pit, multiple living spaces to unwind, and not one, but five smart TVs to cater to all your entertainment needs. It's important to note, while the enchanting descriptions of this lodging are provided by the host, they have not been independently verified, yet they paint a vivid picture of what to expect.

Adventure Awaits lives up to its name by offering an unparalleled experience in comfort and adventure. Whether you're looking to hit the slopes for some skiing, cozy up by the fire pit with a warm drink, or simply relax in the hot tub under the stars, this home offers it all. The multiple living areas ensure that everyone in your group, be it family or friends, finds their own cozy nook to relax, making it the perfect retreat for creating lasting memories. The inclusion of five smart TVs across the home means that entertainment is always at your fingertips, whether you're catching up on your favorite shows or winding down with a movie night.

As you plan your escape to Adventure Awaits, remember that this haven of relaxation and thrill is designed to accommodate your furry friends as well, making it the ideal getaway for pet owners. The proximity to the slopes and the plethora of in-home amenities make it a standout choice for those seeking both adventure and relaxation. So pack your bags, grab your skis, and prepare for an unforgettable experience at Adventure Awaits, where every detail is tailored to ensure your stay is nothing short of spectacular.","Location & Directions","At Adventure Awaits, your gateway to an unforgettable mountain escape is nestled in the heart of Roseland, courtesy of Pathway Properties. This enchanting Wintergreen home is more than just a place to stay; it's a destination where excitement and relaxation blend seamlessly. Reach out to us at hello@pathwaypropertiesva for any inquiries or guidance as you plan your journey to this remarkable retreat.

Adventure Awaits is not just strategically located a mere two minutes from the thrilling slopes but also offers an array of amenities that cater to every desire. Whether you're looking to unwind in the soothing embrace of a hot tub, gather around a crackling fire pit under a starlit sky, or enjoy the comfort of multiple living areas and the modern convenience of five smart TVs, this pet-friendly haven has it all.

Set amidst the serene beauty of Roseland, Adventure Awaits promises an experience that is as convenient as it is captivating. Its location not only makes it the perfect base for your skiing adventures but also places you in the heart of nature's splendor, inviting you to explore, relax, and create memories that will last a lifetime."
"210","Wintergreen Ridge Retreat","wintergreen-ridge-retreat","Whole House Rentals","stay","Wintergreen Resort","Wintergreen Ridge Retreat is a four-bedroom mountain home sleeping ten with expansive decks, hot tub, and easy access to Wintergreen lifts and trails. Wintergreen Ridge Retreat sleeps ten across four bedrooms, surrounding guests with wraparound decks, a bubbling hot tub, and instant access to resort lifts and trailheads.","","https://ik.imagekit.io/OE/nelson-county/listings/wintergreen-ridge-retreat-image1_Po9HDslHo","Spacious living room with brown leather sofas, large windows, and wooden ceiling.","","https://ik.imagekit.io/OE/nelson-county/listings/wintergreen-ridge-retreat-image2_CN_I0Hhgb","Rustic house with peaked roof, surrounded by bare trees and autumn leaves.","","","","","","","Wintergreen Resort, Nellysford, VA 22958","josh","","","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Nellysford%2C%20VA%2022958","Outdoor Seating; Scenic Views; Pet Friendly","false","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Nellysford%2C%20VA%2022958","Contact & Location","The retreat comfortably accommodates up to 10 guests across 3 well-appointed bedrooms and loft bedroom. The main level features 2 cozy bedrooms for easy access (Bedroom 2 King and Bedroom 3 two Queen Beds). While the upper level offers a private sanctuary the primary bedroom with attached bathroom (Bedroom 1 King).","Important Information","*Lodging descriptions are provided by the host and not independently verified.","Location & Directions","Pathway Properties, hello@pathwaypropertiesva. Yes Find us at Wintergreen.","",""
"211","Maren Estate","maren-estate","Cabins & Cottages","stay","Afton","Maren Estate is a 7,200-square-foot luxury home on a 50-acre farm with seasonal pool, year-round hot tub, bocce court, and beer garden. Maren Estate is a 7,200-square-foot showstopper on a 50-acre farm—think seasonal swimming pool, all-season hot tub, bocce court, beer garden, and endless mountain views.","","https://ik.imagekit.io/OE/nelson-county/listings/maren-estate-image1_XH7pGtdID","Rolling hills with autumn trees, house, and small pond under clear sky.","","https://ik.imagekit.io/OE/nelson-county/listings/maren-estate-image2_pMkBseFcr","Spacious living room with large windows, wooden beams, and elegant furniture.","","","","","","","Afton, VA 22920","josh","","","https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920","Pool; Seasonal Menu; Beer; Pet Friendly; Cabins; Lodging; Farm","false","https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920","Accommodation Information","Beautiful views of the Rockfish Valley and close proximity to vineyards, breweries, golf, etc.","Important Information","*Lodging descriptions are provided by the host and not independently verified.","Location & Directions","Kevin Lee, blueheavenchalet@gmail. Yes Find us at Afton.","",""
"212","The Blue Ridge Farm and Wedding Venue","the-blue-ridge-farm-and-wedding-venue","Cabins & Cottages","stay","Afton","The Blue Ridge Farm & Farmhouse doubles as a wedding-ready venue and a renovated lodging hub, offering vineyard vistas, six acres of event space, and quick hops to the Brew Ridge Trail. The Blue Ridge Farm & Farmhouse combines a six-acre event-ready property with renovated farmhouse lodging, vineyard views, and proximity to Brew Ridge Trail.","","https://ik.imagekit.io/OE/nelson-county/listings/the-blue-ridge-farm-and-wedding-venue-image1_0AvR3Ceow","Ornate design with text: 'The Blue Ridge Farm, Historic Afton, Virginia.'","","https://ik.imagekit.io/OE/nelson-county/listings/the-blue-ridge-farm-and-wedding-venue-image2_CfQ2xHiVQ","Gray living room with sectional sofa, colorful pillows, and patterned rug.","","","","","","","Afton, VA 22920","josh","","","https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920","Lodging; Wine; Scenic Views; Events; Pet Friendly; Cabins","false","https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920","","","","","","","",""
"213","Acorn Inn, Inc (Cottage, B&B and Group Retreat)","acorn-inn-inc-cottage-bb-and-group-retreat","Bed and Breakfast","stay","Faber","Acorn Inn operates an inn, cottage, and farmhouse retreat with shared gathering spaces, kitchenettes, and wraparound porches for groups and cyclists. Acorn Inn caters to cyclists and group retreats with multiple lodging options, wraparound porches, communal kitchens, and flexible gathering rooms surrounded by Nelson County backroads.","","https://ik.imagekit.io/OE/nelson-county/listings/acorn-inn-inc-cottage-b-b-and-group-retreat--image1_sxiLMGTZT","Double rainbow over red house on grassy hill with trees.","","https://ik.imagekit.io/OE/nelson-county/listings/acorn-inn-inc-cottage-b-b-and-group-retreat--image2_IvbaTRLO3","Cozy living room with colorful seating, fireplace, and decorative wall art.","","","","","","","2131 Stagebridge Road, Lovingston, VA 22949","josh","","","https://www.google.com/maps/dir/?api=1&destination=2131%20Stagebridge%20Road%2C%20Lovingston%2C%20VA%2022949","Lodging; Outdoor Seating; Breakfast; Pet Friendly; Farm","false","https://www.google.com/maps/dir/?api=1&destination=2131%20Stagebridge%20Road%2C%20Lovingston%2C%20VA%2022949","Important Information","*Lodging descriptions are provided by the host and not independently verified.","Accommodation Information","We've been running ACORN INN since 1987. Martin is a well-travelled cyclist from the Netherlands & Kathy is a photographer & printmaker. The Inn is full of art made by Kathy and from artisans around the world.","Location & Directions","Kathy & Martin Versluys, contact@acorninn. Yes Find us at Faber.","",""
"214","Cottage at Old Stoney Creek","cottage-at-old-stoney-creek","Cabins & Cottages","stay","Nellysford","Cottage at Old Stoney Creek blends hot tub soaks, creekside vistas, and deck-side fire pits into a two-bedroom retreat perfectly positioned for Route 151 tasting tours. This 2-bedroom, 1-bathroom vacation rental is the ideal home base for anything on your itinerary.","","https://ik.imagekit.io/OE/nelson-county/listings/cottage-at-old-stoney-creek-image1_-cveHGW-G","Stone archway leading to cottage surrounded by trees.","","https://ik.imagekit.io/OE/nelson-county/listings/cottage-at-old-stoney-creek-image2_L5kBeLggY","Rustic dining area with wooden walls, table setting, and wicker light fixture.","","","","","","","Nellysford, VA 22958","josh","","","https://www.google.com/maps/dir/?api=1&destination=Nellysford%2C%20VA%2022958","Outdoor Seating; Cabins; Lodging; Tastings; Beer","false","https://www.google.com/maps/dir/?api=1&destination=Nellysford%2C%20VA%2022958","Menu & Offerings","The perfect outdoor adventure is waiting for you at this charming home in Nellysford. This 2-bedroom, 1-bathroom vacation rental is the ideal home base for anything on your itinerary. Spend your day sipping to your heart’s content at a local winery, hiking the local trails, hitting the slopes at Wintergreen, or enjoying the fresh air on the deck overlooking the surrounding forest.","Important Information","*Lodging descriptions are provided by the host and not independently verified.","Location & Directions","Graham Howe, howegraham@hotmail. No Find us at Nellysford.","",""
"215","Blue Ridge Heaven","blue-ridge-heaven","Cabins & Cottages","stay","Roseland","Blue Ridge Heaven is a 3,200-square-foot Wintergreen home at 3,800 feet with three decks, renovated interiors, and sweeping southern views. Blue Ridge Heaven rises to 3,200 square feet and 3,800 feet of elevation, gifting guests three expansive decks, refreshed interiors, and sweeping southern panoramas at Wintergreen.","","https://ik.imagekit.io/OE/nelson-county/listings/blue-ridge-heaven-image1_nnjCOh4aN","Two-story house with large windows, wooden decks, surrounded by autumn trees.","","https://ik.imagekit.io/OE/nelson-county/listings/blue-ridge-heaven-image2_ssf3n-xI5","Pink armchair by large windows, overlooking mountains and trees, stone fireplace nearby.","","","","","","","Wintergreen Resort, Roseland, VA 22967","josh","","","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967","Outdoor Seating; Full Kitchen; Scenic Views; Cabins; Lodging","false","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967","Trail Information","Amazing long range views of the Blue Ridge Mountains and beyond.","Important Information","*Lodging descriptions are provided by the host and not independently verified.","Location & Directions","Vestal Tutterow, vestutt@gmail. No Find us at Roseland.","",""
"216","Dancing Bear Lodge","dancing-bear-lodge","Cabins & Cottages","stay","Roseland","Dancing Bear Lodge is a 2,000-square-foot cabin on 38 acres with sweeping mountain vistas, stone fireplace, and space for up to ten guests. Perched on 38 hilltop acres, Dancing Bear Lodge offers wall-to-wall windows, a massive stone fireplace, and bedding for up to ten guests chasing sunrise views.","","https://ik.imagekit.io/OE/nelson-county/listings/dancing-bear-lodge-image1_WfWOItua8","Wooden chairs around fire pit with mountain view and string lights overhead.","","https://ik.imagekit.io/OE/nelson-county/listings/dancing-bear-lodge-image2_4I1Ptj2TAz","Cozy living room with stone fireplace, wooden beams, and large windows with mountain view.","","","","","","","Roseland, VA 22967","josh","","","https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967","Scenic Views; Outdoor Seating; Cabins; Pet Friendly; Lodging","false","https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967","Contact & Location","On 38 acres with a spectacular mountain view, this place is for you. The property is a nice balance of seclusion while still having the comfort of modern amenities and prime location. You will be close to lots of wonderful wineries, cideries, breweries, distilleries (Nelson 151), and outdoor adventure activities.","Important Information","*Lodging descriptions are provided by the host and not independently verified.","Location & Directions","Katie Mc Kay, maplecreekproperties@outlook. Yes Find us at Roseland.","",""
"217","Windy Knoll","windy-knoll","Cabins & Cottages","stay","Afton","Windy Knoll is a light-filled mountain home on 3.5 acres with large decks, full kitchen, and loft suite overlooking Afton greenery. Windy Knoll's light-filled living spaces spill onto broad decks overlooking 3.5 private acres, giving families a tranquil base camp close to Afton attractions.","","https://ik.imagekit.io/OE/nelson-county/listings/windy-knoll-image1_YMhCRi9RI","A-frame house on grassy hill, surrounded by trees, with red chairs.","","https://ik.imagekit.io/OE/nelson-county/listings/windy-knoll-image2_ekh9xyCUA","Cozy living room with fireplace, rustic decor, abstract table, and patterned armchairs.","","","","","","","Afton, VA 22920","josh","","","https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920","Lodging; Outdoor Seating; Full Kitchen; Wi-Fi; Pet Friendly; Cabins","false","https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920","Important Information","*Lodging descriptions are provided by the host and not independently verified.","Location & Directions","Wendy Raubenheimer, wendywill12@gmail. Yes Find us at Afton.","","","",""
"218","Creekside","creekside","Cabins & Cottages","stay","Afton","Creekside is a modern cabin near Route 151 with private hot tub, EV charger, fire pit, and memory-foam beds for Blue Ridge getaways. Creekside caters to modern travelers with hot tub, EV charger, memory-foam beds, and a woodsy setting near Route 151 breweries and hiking trailheads.","","https://ik.imagekit.io/OE/nelson-county/listings/creekside-image1_aYCukyO2u","Living room with gray sectional sofa, foosball table, and ceiling fan.","","https://ik.imagekit.io/OE/nelson-county/listings/creekside-image2_OqaqMlT4e","House beside large tree under clear blue sky with scattered clouds.","","","","","","","Afton, VA 22920","josh","","","https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920","EV Charging; Wi-Fi; Full Kitchen; Scenic Views; Cabins; Lodging","false","https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920","Menu & Offerings","Welcome to Creekside. Just minutes from the best wineries and breweries, it’s the perfect getaway to explore the 151 Brew Trail, Wintergreen Resort and the Blue Ridge Parkway. Enjoy mountain views and privacy in the hot tub.","Accommodation Information","There’s something to do in Afton every season of the year.","Location & Directions","Ashley Long, ashley@patterncap. No Find us at Afton.","",""
"219","Cottage on Route 151","cottage-on-route-151","Cabins & Cottages","stay","Afton","Cottage on Route 151—also known as Towler Cottage—is a one-bedroom getaway with hot tub, fire pit, and mountain views minutes from breweries and hikes. The cottage is within minutes from the best wineries and breweries, great local trails, and the Blue Ridge Parkway There’s something to do in Afton every season of the year.","","https://ik.imagekit.io/OE/nelson-county/listings/cottage-on-route-151-image1_0fxNlKP6n","Two black rocking chairs on porch with white door and welcome mat.","","https://ik.imagekit.io/OE/nelson-county/listings/cottage-on-route-151-image2_33SDRIRPn","Modern living room with gray sofa, green chairs, large windows, and abstract artwork.","","","","","","","Afton, VA 22920","josh","","","https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920","Scenic Views; Cabins; Lodging; Beer","false","https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920","Menu & Offerings","Welcome to Towler Cottage, a getaway in the heart of Route 151 in Afton. The cottage is within minutes from the best wineries and breweries, great local trails, and the Blue Ridge Parkway. Relax in the hot tub on the rear deck, or sit out by the fire pit and gaze at the stars.","Accommodation Information","There’s something to do in Afton every season of the year.","Location & Directions","Ashley Long, ashley@patterncap. No Find us at Afton.","",""
"220","Farmhouse on Route 151","farmhouse-on-route-151","Cabins & Cottages","stay","Afton","Farmhouse on Route 151 is a 1904 three-bedroom home with high-speed Wi-Fi, gas fireplace, two-acre yard, and stone fire pit near wine trail stops. Farmhouse on Route 151 dates to 1904 yet now features high-speed Wi-Fi, gas fireplace, and two acres of lawn with a stone fire pit for post-winery gatherings.","","https://ik.imagekit.io/OE/nelson-county/listings/farmhouse-on-route-151-image1_tMNu0xtEQ","White two-story house with dark shutters, porch, surrounded by trees.","","https://ik.imagekit.io/OE/nelson-county/listings/farmhouse-on-route-151-image2_fbyPbAxy3","Cozy living room with wooden walls, fireplace, large windows, and gray sectional sofa.","","","","","","","Afton, VA 22920","josh","","","https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920","Wi-Fi; Scenic Views; Farm","false","https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920","Contact & Location","Our two story, 1904 farmhouse is just off Route 151 and close to wineries, breweries, hiking trails, and the Blue Ridge Parkway. It's only 25 minutes from Wintergreen Resort, and 30 minutes from Charlottesville. we offer fast Wi-Fi, a desk, 2 acres to run and play, and plenty of indoor space to relax.","Accommodation Information","There’s something to do in Afton every season of the year.","Location & Directions","Ashley Long, ashley@patterncap. Yes Find us at Afton.","",""
"221","The Castor Cabin","the-castor-cabin","Cabins & Cottages","stay","Wintergreen Resort","The Castor Cabin is a newly renovated, dog-friendly mountain cabin with modern amenities, fire pit, and easy access to Nelson County trails. Recently renovated Castor Cabin welcomes pups, lights up the night with a fire pit, and keeps hikers close to Nelson County's trails while still delivering modern conveniences.","","https://ik.imagekit.io/OE/nelson-county/listings/the-castor-cabin-image1_cqIt5sAan","Modern grey house with wooden porch among trees, sunlight peeking through.","","https://ik.imagekit.io/OE/nelson-county/listings/the-castor-cabin-image2_4CZruqXbt","Cozy living room with stone fireplace, large windows, and brown leather sofas.","","","","","","","Roseland, VA 22967","josh","","","https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967","Scenic Views; Cabins; Family Friendly; Pet Friendly; Outdoor Seating; Full Kitchen; Lodging","false","https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967","","","","","","","",""
"222","Rocky Run Landing","rocky-run-landing","Cabins & Cottages","stay","Arrington","Rocky Run Landing is a cozy riverside cabin on the Tye River offering fishing, paddling, and simple comforts for unplugged stays. Rocky Run Landing places you right on the Tye River, pairing simple comforts with private fishing, paddling put-ins, and hammock-worthy riverbank views.","","https://ik.imagekit.io/OE/nelson-county/listings/rocky-run-landing-image1_gINRNtOFt","Wooden cabin with chimney in snowy forested area under clear sky.","","https://ik.imagekit.io/OE/nelson-county/listings/rocky-run-landing-image2_7i02_HymO","Cozy room with wood stove, patterned sofas, and dreamcatcher on wall.","","","","","","","Tyro, VA 22976","josh","","","https://www.google.com/maps/dir/?api=1&destination=Tyro%2C%20VA%2022976","Cabins; Scenic Views; Pet Friendly; Lodging; Water Sports; Fishing","false","https://www.google.com/maps/dir/?api=1&destination=Tyro%2C%20VA%2022976","Trail Information","Property is located on the beautiful Tye River, two miles upstream from its confluence with the James River.","Important Information","*Lodging descriptions are provided by the host and not independently verified.","Location & Directions","Charles Murphy, rockyrunlanding@gmail. Yes Find us at Arrington.","",""
"223","Cottage on the Knoll","cottage-on-the-knoll","Cabins & Cottages","stay","Lovingston","Cottage on the Knoll is a three-bedroom, two-bath home centrally located between Nelson 29 and 151 with updated kitchen and spacious living area. Whole house centrally located with private hot tub and pool.","","https://ik.imagekit.io/OE/nelson-county/listings/cottage-on-the-knoll-image1_mv6ZTLPw7","House with wooden porch surrounded by lush green trees and grass.","","https://ik.imagekit.io/OE/nelson-county/listings/cottage-on-the-knoll-image2_DoS1nsCEV","Living room with red ceiling, leather sofa, large windows, and wooden floors.","","","","","","","Lovingston, VA 22949","josh","","","https://www.google.com/maps/dir/?api=1&destination=Lovingston%2C%20VA%2022949","Full Kitchen; Outdoor Seating; Cabins; Lodging","false","https://www.google.com/maps/dir/?api=1&destination=Lovingston%2C%20VA%2022949","Amenities & Features","The Blue Ridge Mountains and country life of central Virginia and enjoy everything Nelson County has to offer. The Cottage on the Knoll is a comfortable 3br/2bth that’s centrally Find us at Nelson County, offering the perfect mix of modern comfort and country charm. The Nelson 29 and Nelson 151 craft beverage trails await you, while plenty of hiking, fishing, and mountain views will appease any outdoor recreation lover or nature enthusiast, making it the perfect getaway.","Menu & Offerings","Grab a cup of coffee and take a morning stroll down one of our 3 out and back trails on the property. Take a picnic lunch in the meadow. And enjoy a glass of wine on your private 2nd floor deck after a day skiing in Wintergreen or hiking the Virginia Blue Ridge Railway Trail.","Important Information","*Lodging descriptions are provided by the host and not independently verified.","",""
"224","High Lonesome Cabin","high-lonesome-cabin","Cabins & Cottages","stay","Tyro","This rustic cabin sits on 20 secluded acres high on a steep finger of the Priest Mountain near the Appalachian Trail in Tyro Va The main attraction of the High Lonesome is definitely outdoors, but the inside is pretty cool, too. High Lonesome Cabin sits on 20 secluded acres near Crabtree Falls with wraparound porch, woodstove, loft sleeping, and spiral staircase.","","https://ik.imagekit.io/OE/nelson-county/listings/high-lonesome-cabin-image1_djDBX9367","Rustic wooden cabin with antlers, surrounded by lush green forest.","","https://ik.imagekit.io/OE/nelson-county/listings/high-lonesome-cabin-image2_DLPUy876p","Cozy wooden cabin with stone fireplace, TV, and rustic kitchen area.","","","","","","","Tyro, VA 22976","josh","","","https://www.google.com/maps/dir/?api=1&destination=Tyro%2C%20VA%2022976","Scenic Views; Outdoor Seating; Pet Friendly; Cabins; Lodging","false","https://www.google.com/maps/dir/?api=1&destination=Tyro%2C%20VA%2022976","Contact & Location","High Lonesome Cabin was built in 2008 in the Virginia Blue Ridge Mountains. This rustic cabin sits on 20 secluded acres high on a steep finger of the Priest Mountain near the Appalachian Trail in Tyro Va. Minutes from Crabtree Falls.","Important Information","*Lodging descriptions are provided by the host and not independently verified.","Location & Directions","Robb Torgler, highlonesomecabin@gmail. Yes Find us at Tyro.","",""
"225","The Lewis Catherine House","the-lewis-catherine-house","Cabins & Cottages","stay","Afton","There’s something to do in Afton every season of the year.","","https://ik.imagekit.io/OE/nelson-county/listings/the-lewis-catherine-house-image1_S3LH8LdUZ","White farmhouse with porch, surrounded by green grass and yellow flowers.","","https://ik.imagekit.io/OE/nelson-county/listings/the-lewis-catherine-house-image2_TXEGOJTqV","Long wooden dining table with chandelier, chairs, and bright kitchen in background.","","","","","","","1470 Afton Mountain Road, Afton, VA 22920","josh","","","https://www.google.com/maps/dir/?api=1&destination=1470%20Afton%20Mountain%20Road%2C%20Afton%2C%20VA%2022920","Full Kitchen; Pet Friendly; Cabins; Lodging; Farm","false","https://www.google.com/maps/dir/?api=1&destination=1470%20Afton%20Mountain%20Road%2C%20Afton%2C%20VA%2022920","","","","","","","",""
